@relation bank2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
1.36426,1.48117,-0.36204,-0.92731,0.24854,-0.54979,-1.72028,-1.27305,1.07925,-0.4483,-0.80565,1.15916,0.22301,-0.37041,-0.97801,0.15897,1.3393,-0.86411,-0.16003,-0.13481,0.70919,-0.59947,-1.59465,1.29205,0.86201,0.6157,-0.89498,-0.3339,-1.22471,-0.00664,1.25364,-0.00206,3.0
-0.55861,0.65097,-0.24394,-0.77718,1.72551,-0.02456,-1.7233,1.32123,-0.55378,-0.65736,-0.67835,-0.30451,-1.15665,-0.90607,0.06618,-0.39171,1.20302,3.02413,0.57978,-0.9084,-0.44344,-1.21938,0.60302,-0.4287,1.15753,0.00329,-1.52736,0.80544,1.09512,-0.61743,1.2066,-1.40934,4.0
-1.18456,-1.17816,-0.057,0.31841,-0.66717,-0.74177,-1.19717,-0.77759,0.09893,0.24158,1.62224,-0.41463,-0.42226,0.33088,-0.2765,3.34536,1.72734,0.49949,-0.57518,-1.31204,-0.99413,0.64034,-1.32954,-0.60713,-0.70459,0.6157,1.21554,-1.66344,0.95981,1.21494,0.67119,-0.00206,4.0
-1.1799,-1.0226,-0.93965,-0.80262,-0.76349,0.24309,-0.97545,-0.75861,-0.88062,1.23854,0.87734,0.98334,1.06594,-0.83086,-0.56469,0.01173,-0.0707,0.37037,0.34278,0.00879,-0.49722,1.26024,0.15148,1.72647,-0.90439,0.6157,-1.07479,0.94678,1.41221,0.60415,1.34931,-0.00206,4.0
0.08924,1.59919,-0.93992,-0.34379,-0.37994,-0.80316,0.79681,0.92934,0.6791,0.01474,-0.09555,-0.72592,1.70279,-1.13225,-0.4648,-0.05643,-0.94518,-0.21717,-1.01105,-0.47887,1.55412,-1.21938,-1.04884,0.60739,1.26721,0.00329,-0.95255,-1.39006,-0.04416,-1.22821,-0.74018,-1.40934,2.0
-1.50637,1.41569,-0.94578,1.49434,0.85606,-0.00259,-0.59904,0.9881,-0.99335,-0.26361,-1.58558,0.31889,-0.93037,-0.10599,-0.95629,0.39326,0.58384,2.22404,-0.75787,1.44475,-1.19094,-1.21938,0.46294,0.98755,-1.07511,-0.60912,-1.18366,1.16528,1.11092,-1.22821,1.46841,-1.40934,3.0
-0.37705,1.00503,0.60155,2.24526,-0.63123,-0.69501,1.6527,0.92897,0.81825,0.58069,1.66104,-0.13583,-0.22031,-1.04501,0.14111,0.03291,1.37665,0.1657,0.74899,0.34262,-0.17234,-0.59947,0.25391,0.211,-0.30588,-0.60912,-1.07805,-1.25092,0.21263,-0.00664,1.31041,-0.7057,3.0
-0.98553,-0.23425,0.42094,1.1297,-0.79725,0.15055,0.29206,-0.66968,-0.1517,-0.46873,1.40701,-0.64899,-0.21547,0.48458,-0.20536,-0.06351,-1.29709,-0.93386,1.45917,-0.73251,0.10319,-1.21938,-0.57791,1.55621,-0.11564,-1.22154,-0.33457,0.96336,1.09486,-0.61743,-1.21216,-0.7057,2.0
1.26149,0.8087,-0.41161,0.92191,-1.68983,-0.98472,1.21084,-1.41272,-0.51988,-0.58256,-1.31083,1.68121,-0.91609,0.47482,-0.93308,-0.52609,-0.03178,-0.08559,-0.51699,0.25618,-0.79736,0.02043,1.03994,-1.11465,-0.38026,-1.22154,0.20832,0.73847,0.74107,-0.00664,-0.44175,-1.40934,5.0
1.52531,-0.73769,0.0139,1.4881,-0.26572,-0.41293,-1.70167,-1.39834,-0.35374,0.39866,-0.2579,-0.04753,-1.49158,-0.43436,0.18224,0.55291,0.53181,-0.80546,1.90011,0.91463,1.25827,-1.21938,1.39866,0.39789,-1.74631,-0.60912,0.65362,0.59668,0.6449,0.60415,1.07073,-0.7057,2.0
-0.07222,-1.1756,-0.49479,-0.30967,0.43336,-0.87048,1.61901,-0.51642,0.87653,0.45014,-0.07798,-0.8013,-0.83146,-1.63863,2.71795,-0.17417,1.27249,-0.02176,0.49587,1.53536,0.67329,2.50005,-1.56508,0.62693,-0.02088,1.84053,0.17411,-0.94357,-1.03465,-0.00664,-1.50041,1.40521,1.0
0.74262,-0.88395,-0.617,-0.68498,1.56052,-0.28565,0.51759,-0.7533,0.09763,0.18495,1.55863,-0.69284,-1.61492,-0.82241,-0.26736,0.06996,1.03964,-0.91466,-0.17805,0.42096,0.1679,1.26024,-0.95765,-0.8447,-0.17507,0.6157,0.52467,-0.32874,0.83141,-0.00664,-1.08895,-0.00206,1.0
-0.39954,-1.27591,-0.78455,-0.64116,-1.57006,-0.94607,-0.7436,-0.05805,1.88631,-0.85532,0.57923,-0.27716,-0.46082,0.17679,0.24225,-0.01706,1.70116,-0.01287,0.35136,0.95611,-1.47024,2.50005,0.5502,0.22437,-1.57791,-1.22154,1.20332,0.46663,-0.87528,-0.00664,-1.39918,1.40521,1.0
