@relation bank2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
1.65958,-0.59599,-0.93133,-0.53236,-1.5538,-0.79106,0.87703,1.14327,-0.72814,-0.85973,1.37639,-0.82093,1.40421,-0.66069,-0.40077,0.43822,0.65582,-0.47386,0.39633,-1.71802,1.43458,-1.21938,0.40719,0.64027,0.23197,1.22812,-0.49074,-1.68268,1.146,1.21494,-1.41636,-0.00206,3.0
-0.68142,1.18208,-0.77871,-0.05629,0.86898,0.00761,-0.47165,1.33642,-0.84193,-0.79613,1.11401,2.08108,-0.5178,-1.30976,-0.77054,-0.63368,0.29186,-0.64074,-2.02195,1.21283,0.95406,-1.21938,-0.88191,1.35981,-0.22227,0.6157,0.21178,-0.94885,-1.1138,0.60415,-1.66925,-0.7057,5.0
-0.92952,1.12835,-0.09657,-0.54238,0.14494,-0.82908,0.06348,-1.65891,-0.85148,-0.89328,-0.75773,-0.09619,1.25184,0.30124,1.46189,1.28611,0.23991,-0.05807,-0.73172,1.03454,-1.7114,-0.59947,1.19657,0.77793,1.73724,-0.60912,-0.86103,1.71831,0.68497,-0.61743,-1.58075,-1.40934,3.0
-1.04312,-0.52107,-0.62527,-0.95396,0.76523,-0.56494,-1.22962,0.92025,-0.38663,-0.36121,-1.60146,-0.66972,0.09327,1.04081,0.23364,2.2588,0.18989,-0.06187,-1.14265,-1.07228,-1.05007,0.64034,0.21536,1.64232,1.03594,-0.60912,-0.03724,-0.79828,-1.19491,-0.61743,-0.96966,-0.7057,4.0
-1.20472,-0.2005,-0.50486,3.25549,1.08696,0.98557,0.66428,-0.569,-0.83932,0.05082,-1.67178,-0.51669,-1.26242,-1.17027,-0.695,0.58319,-0.19354,0.27076,0.57287,0.92115,0.26581,-0.59947,1.2868,1.26622,-1.70387,-1.22154,-1.61946,-0.34183,-1.63732,1.21494,-1.20807,-0.00206,1.0
1.71361,-1.46429,-0.7248,-0.45771,0.8532,2.06296,-0.06784,0.46435,-0.9578,-0.66704,-1.71802,0.88648,0.14636,-0.38056,-0.42005,0.67159,-1.68116,-0.72142,0.32946,0.65102,-0.47956,0.64034,-0.3403,0.43742,-1.36925,0.00329,-0.6488,-0.60802,1.2141,1.82573,1.25547,1.40521,5.0
-0.54188,0.48791,-0.50724,-0.88333,-0.25245,1.00774,-1.54204,-0.6319,-0.99056,-0.13057,-0.2038,-0.01168,-0.63462,1.60192,-0.5219,-0.96987,1.25211,2.67262,-0.87617,0.40985,0.27545,1.26024,-0.27588,-1.15483,1.58614,1.22812,-1.12808,0.709,-0.00305,1.21494,0.99973,-0.00206,4.0
0.83226,1.71667,-0.4985,-0.94834,0.97702,-0.87498,0.87758,1.49616,-0.47642,-0.46725,-1.25704,-0.00836,1.62651,0.2007,-0.74292,-0.77947,-0.6101,-0.44867,1.54168,1.51014,1.19605,2.50005,-1.66347,0.54197,-0.97541,-0.60912,-0.96818,0.2285,-0.44153,0.60415,-1.55168,1.40521,3.0
-1.37575,-0.27375,-0.89806,0.09976,1.66799,0.53369,-1.7171,0.6254,-1.00112,0.00162,-1.34116,-0.80718,-1.15453,0.20679,-0.85805,-0.54717,0.55426,-0.60577,-0.11679,1.42295,0.03838,-1.21938,0.10549,0.25341,1.23609,-1.22154,-0.05744,-0.97059,-0.30455,-1.22821,0.29979,-0.00206,1.0
-0.62169,-0.11458,-0.75965,1.85681,-1.52811,0.78308,-0.93364,-1.42241,0.08378,-0.73065,1.17099,0.79089,-1.42504,-1.67697,0.03002,-0.73375,1.45014,0.67053,0.47809,-0.41658,-0.854,1.88014,-0.53998,0.11945,0.40386,1.22812,-1.66161,-0.76863,-0.43241,0.60415,0.0112,0.70158,5.0
