@relation bank2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.40518,1.44501,0.56627,-0.91431,0.36619,-0.94941,1.65915,-1.66894,0.32397,1.43294,-0.54246,0.13319,-0.91404,0.61086,2.30264,-0.85483,-1.12284,1.2055,0.36915,-1.70269,-0.09479,1.88014,-0.09495,0.128,0.96495,0.00329,1.24769,0.13759,-1.29401,-0.61743,-0.32472,1.40521,3.0
0.82903,0.77197,-0.57403,0.92257,0.19132,1.68813,1.41514,-0.3549,1.2164,-0.00421,0.8334,1.66202,-1.15365,1.03274,-0.91887,-0.87083,1.32617,-0.51066,0.31618,0.439,-0.79536,0.64034,-1.48478,-1.24027,-1.46193,0.00329,0.94306,-1.49342,0.89407,-1.22821,-0.26272,-0.00206,5.0
0.53696,0.61311,-0.7764,-0.8493,0.75054,-0.75999,1.03363,-1.28624,0.57908,1.41698,-0.37971,0.03847,1.35784,-0.20219,-0.07535,0.00497,-1.06,2.17465,-0.58616,-1.07887,1.501,-1.21938,1.08304,-1.5103,0.46886,-0.60912,1.31682,-1.37289,1.22115,-1.22821,-0.45513,-1.40934,3.0
0.38987,1.09958,-0.28169,-0.62505,0.39321,-0.58983,1.45468,0.61718,0.02316,0.97393,0.56892,-0.40677,1.45741,1.66842,-0.95718,-0.07663,1.19078,0.93893,1.24079,-1.60752,-0.199,-1.21938,-0.90292,1.50112,-0.90526,0.6157,0.79408,0.01323,1.16771,1.21494,-1.32497,1.40521,4.0
1.57997,-1.37699,-0.09975,-0.8379,0.51519,-0.18636,1.1478,1.59505,-0.59502,0.0407,1.0075,-0.91942,0.02512,-0.34947,-0.59758,-0.99343,-1.46848,-0.84927,0.50408,0.1677,-0.70124,1.26024,-1.64509,1.44349,1.36376,0.6157,-1.72254,0.11768,-1.11401,-1.22821,-0.34761,1.40521,1.0
0.37479,-0.78229,-0.74313,-0.4515,1.63448,-0.16355,-1.46628,0.57251,-0.55659,-0.97204,1.60925,0.68284,1.30492,-1.55375,-0.87809,-0.8846,-1.04839,1.06931,1.40389,0.41146,-1.3505,-0.59947,-1.57908,-1.16385,0.06178,0.00329,0.63668,-1.43102,-0.73389,-1.22821,0.5162,-1.40934,5.0
0.6727,1.15743,-0.15553,-0.37283,1.65562,1.08125,-1.7167,-1.34092,-0.72958,-0.23317,-1.01505,0.36003,0.35421,0.77212,-0.78128,0.91324,-1.26465,0.32981,0.66174,0.06143,-0.16174,-0.59947,0.94874,-1.25096,-0.1003,-1.22154,0.63699,0.79454,-0.15367,-0.61743,1.06072,-1.40934,4.0
0.82197,0.06965,-0.83884,0.30143,-1.42114,-0.5065,1.43908,-0.51881,1.90039,-0.74443,1.09648,-0.1432,-1.15786,1.47522,-0.98309,-0.10893,-1.12131,-0.88583,0.04397,-0.03407,1.70127,0.02043,1.37837,-1.06501,1.66736,0.6157,-0.28663,1.27105,-1.63959,1.21494,0.51312,-0.00206,3.0
-1.13746,0.24642,-0.0973,-0.9949,-0.11307,-0.72658,-0.11659,1.05204,0.07921,-0.06315,1.03132,-0.74631,-0.73666,0.59799,0.73489,-0.06762,-0.53249,-0.64078,-0.33208,-0.62267,-1.12705,1.26024,0.95908,0.91137,-0.44718,-1.22154,-0.89917,-1.71022,1.61193,0.60415,-0.31942,1.40521,1.0
-0.98356,-1.71593,-0.03748,-0.73465,1.26919,0.14546,-1.71144,-0.58651,0.70537,-0.71269,1.18738,-0.91628,1.18841,0.52502,0.17115,-0.81086,-0.46018,0.81073,-1.66699,1.13707,1.43874,-0.59947,-0.7797,-0.52068,-0.88658,0.00329,1.03825,-0.45123,-1.35374,-1.22821,0.01236,-1.40934,5.0
-0.26177,-0.09915,0.0945,-0.43482,-1.00906,1.09707,-0.4701,-0.28709,-0.46782,-0.62907,-1.52648,-0.69778,0.06087,-0.47683,2.24832,-0.9297,0.94517,0.8155,-0.05586,0.72682,0.32794,-0.59947,1.52088,-1.26696,-0.83252,0.00329,0.41599,1.09879,-0.60108,0.60415,-0.57402,-0.7057,4.0
-1.15882,1.18946,-0.76945,0.04292,-0.24235,-0.27451,-0.66053,0.80169,-0.55775,-0.07442,0.39304,-0.14973,1.10593,0.96652,0.51548,-0.77381,-1.07235,-0.91161,0.5207,0.27294,-0.33844,0.02043,-1.52941,0.94165,-0.2579,0.00329,-1.47038,-0.58494,0.4369,0.60415,-1.34025,0.70158,2.0
-1.03474,-0.46613,-0.64412,-1.00051,1.22456,-0.61134,0.977,-0.44835,2.69769,0.59072,0.62247,0.82076,0.87867,-1.3649,-0.94372,0.73514,0.71327,2.00675,0.55832,-0.27569,1.3307,-1.21938,0.51373,1.19548,0.83955,1.22812,0.11377,0.43575,-0.44846,2.43652,-0.30288,1.40521,4.0
