@relation bank2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-1.68457,0.00436,-0.2294,-0.42558,1.41017,-0.29371,-1.46297,-0.5709,-0.35891,-0.43241,1.48088,-0.67735,-0.37503,-0.42866,-0.34792,-0.56648,0.35552,1.80481,-0.4496,-1.57681,-0.98526,0.64034,-0.66476,-0.06886,-0.1587,0.00329,0.39223,-0.56568,-1.23244,1.21494,-1.49473,-0.00206,3.0
-1.44444,0.58183,-0.92421,-0.42683,-1.21566,0.24749,0.83803,-0.12462,-0.40033,1.49951,0.72733,-0.24559,0.39043,-1.07483,0.90407,0.65603,1.56617,0.11558,0.73258,0.39475,1.57269,0.02043,0.17018,-1.39299,0.94247,0.00329,1.10679,0.97944,-1.13432,-0.61743,-0.15853,-1.40934,4.0
1.63395,-0.27688,-0.78073,1.00192,1.52006,0.44968,-0.87084,0.65466,-0.05393,2.12986,-1.25753,-0.46572,1.52735,1.36973,-0.18177,0.24599,1.28194,-0.44694,2.07212,-1.3848,1.5398,-1.21938,0.04361,-1.33827,0.86112,0.00329,-0.58421,0.10613,0.52738,-1.22821,-1.30989,-1.40934,4.0
-1.28796,-1.34228,-0.62922,-0.71546,-0.14247,0.31389,0.02096,0.24534,-0.71531,-0.60802,1.34322,0.44183,0.46599,1.10002,0.63571,-0.77086,1.24789,2.28198,0.31325,-0.9947,-1.45371,-1.21938,-0.53573,-0.36828,0.69613,0.6157,1.36483,1.62347,0.13111,-1.22821,1.70233,1.40521,4.0
-0.36555,0.69851,-0.4798,-0.79243,0.86536,-0.40622,-1.63675,1.42864,-0.55024,-0.12054,-0.35266,-0.86285,-0.96579,-1.28834,0.05563,0.78809,-1.37896,-0.89132,-1.45733,-0.25602,-1.31977,-1.21938,-1.57565,-1.64167,1.56661,1.84053,-0.49023,-1.04719,-0.96308,2.43652,-1.50693,1.40521,2.0
1.01495,-0.32413,-0.45948,-0.24622,0.16693,-0.82398,-0.74258,0.01869,0.44831,2.11323,-1.1137,-0.47984,-1.71987,0.73748,1.87983,-0.30324,-1.51511,0.31592,-0.47578,-0.61782,0.90204,0.64034,-0.49742,0.06414,-1.21482,0.00329,0.68931,0.103,-0.62455,-1.22821,-1.23738,-0.7057,3.0
-1.03109,-0.47556,-0.8539,3.7645,-0.79253,0.28904,1.10396,-1.63142,-0.22994,0.50175,1.35892,-0.44886,-0.41159,0.37906,4.0657,0.51842,-0.38841,-0.3691,-0.89072,0.9588,0.58184,0.02043,1.26792,-0.13259,1.63527,-0.60912,-0.26418,-1.64659,-1.05786,-0.61743,0.49914,-1.40934,3.0
-0.89419,1.27887,-0.51974,-0.83829,-0.14643,-0.24639,-1.5945,-0.96031,-0.68413,-0.53215,-0.92665,-0.9504,-1.33805,-0.86515,0.90396,2.68707,1.15995,0.1578,-1.14277,0.79725,-1.05609,0.64034,-0.92318,-0.8267,-0.9933,0.00329,-1.03969,-0.96283,-0.99733,-0.00664,-0.34423,-0.7057,2.0
0.97107,1.19073,-0.60447,3.20131,-1.31714,5.83102,-0.95793,-0.33817,0.41578,-0.75272,0.86921,-0.6167,-0.28316,-1.31911,-0.47253,-0.58343,-0.29761,-0.62359,-1.38693,0.39635,1.22777,0.02043,-1.16939,-1.34814,-1.1054,-0.60912,1.54397,-1.19904,1.67927,-0.61743,-0.25623,0.70158,5.0
-0.35713,-1.10746,0.08745,0.79533,1.2308,-0.36027,1.05471,0.34261,-0.72609,-0.9615,-1.08609,-0.49124,0.29358,1.55264,-0.7976,0.05618,-1.06715,0.28014,0.79085,-0.81159,-1.3951,1.88014,1.25044,0.78609,-0.94207,1.22812,0.08332,1.06444,0.34385,-0.61743,-0.82465,0.70158,2.0
0.96031,0.61933,-0.41659,-0.22431,0.9314,-0.4901,-1.3339,-0.26419,-0.90415,-0.51105,1.06012,-0.91165,1.17491,1.51941,0.05241,2.47133,-1.24979,-0.35761,-1.30271,1.69046,-0.90071,-0.59947,-1.26521,0.84807,-0.40296,-0.60912,1.37461,0.61305,0.00416,-0.00664,0.14678,1.40521,1.0
0.72354,1.07958,-0.35323,-0.86391,0.51522,0.6685,-1.24435,0.82376,-0.0225,-0.69246,-0.19777,-0.98119,-1.41186,-0.77446,2.53297,0.16745,-1.37255,-0.28491,0.86215,-0.58824,1.0723,0.02043,-0.02549,-0.37983,-0.86278,-0.60912,1.57889,-0.785,0.87466,-1.22821,0.21146,-0.7057,1.0
-1.64757,1.45788,-0.35791,1.85845,1.11322,-0.68331,-1.55266,-0.86737,0.30292,0.32929,-1.05575,-0.37356,-0.93345,0.80372,4.72955,-0.6553,-0.8026,-0.96296,0.42123,-1.25515,0.19456,2.50005,0.55872,0.96688,-0.18536,0.00329,-1.21947,1.0448,0.37505,1.82573,0.10092,1.40521,1.0
-1.11912,-1.46517,-0.17761,-0.8124,-1.27602,-0.43414,-0.70746,1.13186,-0.8665,0.24131,0.26786,0.34117,0.37087,-0.75183,1.55063,-0.15328,-1.50516,-0.36711,0.59261,1.09145,-1.00878,-1.21938,0.23044,-1.35319,1.61348,-1.22154,1.28226,0.78183,1.6725,-0.00664,-0.6054,-0.7057,3.0
0.93523,-0.85348,-0.94206,0.75284,-1.40979,-0.59768,1.35359,0.04236,-0.97652,-0.00105,1.27274,1.79762,0.60275,-1.12576,-0.23027,-0.49855,-0.67455,-0.73191,0.32121,0.42057,-1.55106,1.26024,-0.50614,-1.42539,-1.35518,1.22812,0.27887,-1.00398,-0.60262,1.21494,-0.40767,0.70158,5.0
-0.62117,1.4442,0.72107,-0.22769,-0.58918,1.15897,1.18391,-1.63492,0.35643,-0.94543,1.08424,0.32105,-0.82563,1.26923,0.27256,0.06473,1.52203,-0.1777,1.0297,0.76606,-1.30435,-1.21938,0.03668,-1.47832,0.87179,-0.60912,-1.13785,-1.3168,-0.76129,-0.61743,-0.11761,-1.40934,3.0
