@relation bank2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-1.28394,-0.92083,-0.61895,-0.90416,0.40079,-0.91394,-0.74341,-1.43229,-0.71381,0.42331,-0.07939,0.9402,-1.13341,-0.18141,-0.76595,-0.72261,0.05909,0.23483,-0.13039,-0.7222,-1.19465,0.02043,1.21213,-1.62924,-1.36694,1.22812,0.92679,0.79984,-0.49892,-0.61743,0.96392,1.40521,3.0
-1.61415,1.711,-0.62198,0.20758,-1.56094,0.47845,-1.08103,-1.1126,-0.65394,-0.18265,0.42742,2.83463,0.84477,-0.38068,1.26565,-0.84605,1.71562,0.63344,-1.7343,1.24955,1.06723,0.02043,-1.34076,-0.5678,-1.00597,0.00329,-0.52903,1.25238,-0.81226,-1.22821,1.07955,-0.7057,5.0
-0.84851,1.40126,0.23411,2.31244,1.62079,-0.76393,-1.30375,0.70388,0.27595,-0.3582,0.47117,0.95611,0.94181,0.91705,-0.70027,-0.26661,0.37565,0.31421,0.61208,-0.51233,-0.95605,0.64034,-0.92645,0.88495,-0.39433,-0.60912,-0.47695,-0.62713,1.62716,0.60415,1.64165,-0.00206,3.0
0.06376,0.32366,0.0149,0.43137,-0.7907,-0.63905,-0.14119,-0.58257,-0.6879,-0.21052,-0.26709,1.72011,1.61782,-0.29512,-0.03216,-0.86415,1.4552,-0.37916,1.87187,-0.8941,-1.65648,1.26024,-0.39879,0.90184,-0.28322,0.6157,-1.05447,-1.54988,-1.66455,1.21494,1.48167,-0.00206,4.0
-0.3755,-0.4109,0.31763,-0.02426,-1.46003,-0.53636,-0.83961,-0.29075,-0.53608,-0.18809,1.39754,-0.87375,0.7417,-1.26782,-0.13458,1.0008,0.7447,-0.91386,-0.16486,-1.01557,0.8835,-1.21938,0.52564,0.37812,1.45448,-1.22154,0.87628,0.15656,1.6663,-0.00664,-1.18077,-1.40934,1.0
-1.34388,1.5918,-0.4676,0.03092,-1.43316,-0.41679,-0.92909,1.21858,0.238,-0.58987,1.51238,2.28024,-0.12872,-0.40267,-0.05868,0.67496,-1.62841,0.11251,0.04084,-0.08196,0.7577,1.26024,-0.19181,-0.39255,-0.2825,1.84053,-0.44369,0.30654,0.15683,1.82573,-1.67449,0.70158,5.0
1.54501,-1.09114,-0.839,-0.91461,-0.95596,-0.93401,1.41265,-0.78476,-0.17967,-0.64881,0.97798,-0.58016,0.07528,-1.14454,-0.52745,-0.0044,0.62357,1.41851,-0.59318,0.6868,-0.92196,0.02043,1.37373,1.4831,0.91044,0.6157,0.46119,0.43334,1.19083,-0.61743,1.28036,-0.7057,4.0
0.06369,0.12767,-0.97636,0.20654,-1.33941,-0.99523,1.33068,-0.59278,-1.01402,0.69328,-1.14241,-0.06377,-0.67634,-1.52729,0.9378,0.24717,1.52857,0.00146,0.8892,-1.69585,-1.7281,-1.21938,1.51389,0.70383,0.45141,-0.60912,0.08279,-0.29372,0.09595,-0.61743,0.79242,-1.40934,3.0
0.43356,-0.57709,-0.69975,0.47631,0.13907,-0.99153,-0.39095,-1.17561,-0.39606,-0.75156,-0.83568,-0.5404,1.02743,1.69779,0.94782,-0.95381,-0.53537,-0.75461,0.53318,-1.1782,-0.23575,-1.21938,-0.80754,0.50719,1.3369,1.22812,0.49578,-1.06886,-1.2156,-0.00664,1.15417,0.70158,1.0
0.47149,-0.66057,-0.09134,0.09377,-1.39755,-0.80496,0.34938,1.54652,-0.9287,0.08162,0.70712,2.25377,1.42851,-1.08069,0.71202,-0.99133,0.7472,-0.06522,0.87966,1.20338,-1.67439,0.64034,0.14568,1.22819,-0.04135,1.22812,1.69897,-0.44116,1.24931,1.21494,-1.43814,-0.00206,5.0
0.14044,-1.01806,1.91186,-0.74651,0.85103,0.1312,1.68016,0.20956,-0.32659,0.23286,-0.0121,0.12021,-1.62102,0.54916,1.15915,4.84171,-0.40644,-0.7311,0.47818,-0.98246,-1.2333,1.88014,-0.34927,0.18249,-0.95768,1.84053,0.97411,-1.4083,-0.08826,-0.00664,1.25916,0.70158,4.0
-0.09266,0.6582,0.53794,-0.76294,-1.68632,-0.63075,-1.60493,-1.66522,-0.0932,-0.90567,0.14331,-0.29681,1.70771,-0.92248,-0.97618,3.70674,-0.04002,0.97891,0.54825,-0.749,-0.52065,-0.59947,0.31306,0.10933,-1.00802,-1.22154,-0.35864,-0.27031,0.42895,-1.22821,0.66815,-0.00206,2.0
0.98781,0.10287,-0.60554,-0.30919,1.65558,1.86187,0.1755,-0.02577,2.65421,1.66933,1.74957,-0.61839,-1.61926,1.55845,-0.42785,-0.01305,0.44686,-0.6118,-0.84965,-1.20945,0.84426,-1.21938,0.50499,0.45629,0.8078,0.6157,1.40717,-0.13196,-0.73799,0.60415,-0.87834,-0.00206,4.0
0.05744,1.41753,-0.96349,1.20336,1.1613,-0.47039,-1.17188,-0.88478,-0.84245,-0.60562,-1.16024,-0.8965,1.0327,-0.46595,-0.94366,0.96985,-1.46798,-0.73192,-1.31482,0.41887,1.60026,1.26024,0.72385,-0.41567,-0.02316,1.84053,-0.75825,0.22475,-1.45222,-1.22821,-0.52454,0.70158,1.0
-1.49926,-0.68156,-0.23374,0.30343,0.46194,-0.85375,-1.31477,1.16993,-0.95319,-0.27945,-1.72332,-0.97162,-0.16677,-0.99508,-0.7994,-0.1539,-0.86682,-0.78997,0.82496,-0.29576,0.15794,-0.59947,1.29053,1.49839,0.34575,0.6157,-0.97294,-0.69752,-0.93627,0.60415,-0.99573,-0.7057,1.0
-0.88919,-0.76635,0.25542,-0.95213,-0.19911,-0.92582,1.71617,0.55395,0.05452,-0.70814,0.90091,-0.46931,1.59857,-0.44434,-0.93816,-0.69961,-0.52541,-0.01046,0.43496,0.55351,1.29527,2.50005,-1.10987,1.08597,0.61848,2.45294,-1.62423,-1.65523,0.29619,2.43652,0.59523,1.40521,2.0
1.70592,0.70016,-0.20911,-0.8923,0.98652,-0.62155,-0.98677,0.28317,-0.23583,1.04016,0.38769,-0.45396,-0.2614,0.5795,0.31873,-0.94085,-1.44512,-0.10661,0.95226,0.41265,0.82444,-1.21938,-1.6939,0.06065,-0.98576,-1.22154,-0.90637,-0.07431,-0.5933,-0.61743,-1.709,-1.40934,2.0
0.28235,-1.54013,-0.85018,-0.71745,0.5494,0.22391,-0.79431,-0.8698,-0.5729,0.01622,0.80036,-0.8651,-0.71834,-0.43394,-0.13628,-0.26216,0.89202,1.82199,-0.01305,-1.00728,-0.29982,-1.21938,-1.18428,-0.13224,-0.0803,-1.22154,-0.65452,0.76064,1.19561,0.60415,-1.13374,0.70158,1.0
-0.418,1.11153,-0.11575,0.22717,-0.18841,-0.00503,0.47717,-1.33662,-0.76729,0.21311,-0.44498,1.89225,1.15583,-0.8226,-0.71649,-0.0015,1.625,-0.11282,-0.60749,1.60262,-0.76761,0.02043,1.51732,0.52023,-0.78591,0.00329,1.41597,-1.45167,-0.03023,-1.22821,1.48373,-1.40934,5.0
-0.15531,0.91744,1.92617,1.03231,0.78207,0.29325,-0.81683,0.16678,0.30865,-0.63473,1.56966,-0.5584,-0.18788,-0.3851,0.69081,-0.34747,1.53075,-0.22034,0.40504,0.62862,-0.17854,-0.59947,-1.08942,-1.49791,-1.65275,-1.22154,-1.07785,-0.37218,-1.2373,0.60415,-0.05846,-0.7057,4.0
1.45232,-0.45541,-0.73378,-0.71835,0.39818,0.38046,-0.09301,-1.20035,-1.01423,0.23466,0.54025,2.72825,-1.0897,-1.24304,-0.29294,1.09862,-0.53594,-0.36547,0.04978,0.5392,1.57571,-0.59947,-0.35895,-0.77175,-0.52121,0.6157,-0.79819,-0.11081,1.27367,0.60415,0.4582,-0.00206,5.0
-0.28524,-0.32513,-0.29744,1.18925,-0.69887,0.43686,-1.70994,-0.28664,1.64513,-0.67865,-1.60406,0.28843,0.61982,0.96296,-0.92035,0.33966,0.63189,-0.73633,-0.41146,-1.02592,1.28716,0.02043,0.34701,0.67415,0.68633,-0.60912,-1.27032,1.22418,1.09864,0.60415,-1.17083,-0.00206,5.0
-0.95542,-0.32705,-0.58035,2.11309,1.08524,1.4921,1.72133,1.27148,2.29309,-0.29291,0.23681,2.34129,-1.56533,-0.68318,-0.84192,-0.76187,-0.58859,1.13129,0.72952,0.01373,-0.49339,-1.21938,-0.96073,1.73036,-0.12076,0.00329,0.92492,-1.20042,1.32747,0.60415,-1.40133,-0.7057,5.0
1.0435,-1.33145,-0.81701,-0.42054,0.58713,-0.87078,0.43315,1.0158,1.08939,0.32615,0.73484,-0.53534,1.70353,0.08184,0.19506,-0.96901,-1.33658,-0.68395,-0.85946,0.11874,-0.62897,-1.21938,0.17772,1.39222,-1.06276,0.00329,-0.38542,0.79441,1.54572,-0.00664,-0.78863,-1.40934,3.0
-1.22637,0.86546,-0.82635,-0.41587,1.64785,-0.99939,-1.57945,0.15315,0.14836,-0.59658,1.61835,-0.56632,-1.50575,-1.47223,-1.00557,-0.05019,1.66623,0.96848,-1.37475,1.45661,1.27117,0.02043,-1.30951,1.02926,-1.11814,-1.22154,1.40392,-0.88024,-0.52427,-0.00664,1.64449,-1.40934,4.0
-0.81184,1.58215,-0.87561,-0.26992,-0.42721,-0.71259,-0.36651,0.02606,2.91875,1.0264,-0.66187,-0.73715,-1.40577,1.52083,1.10572,0.66277,1.28874,0.06141,0.04478,-0.61965,-0.54918,0.02043,0.32883,-0.28578,-1.40769,-0.60912,-0.36114,-0.00842,-0.10948,1.21494,0.06919,-0.00206,2.0
-0.27679,1.26036,-0.41008,-0.97244,-0.71658,1.0052,0.07008,0.08999,-0.24134,0.23717,1.08168,-0.67429,0.39828,-1.53232,0.16414,2.45064,-0.88742,0.12721,1.49831,0.05372,0.36206,-1.21938,1.72926,-0.59615,1.24103,-1.22154,-1.44199,1.32592,1.1437,-1.22821,-1.29952,-1.40934,2.0
1.59598,-1.59261,1.00867,-0.53536,0.74289,-0.71894,-0.25584,-1.1246,-0.78806,-0.75298,1.52739,-0.20869,-0.928,-1.5419,1.09342,-0.3459,-0.79678,-0.96523,-1.67527,1.51321,0.08236,0.02043,0.0165,1.46283,1.21675,-0.60912,0.18516,-0.4843,-1.30804,-1.22821,0.62779,-1.40934,1.0
