@relation calhousing-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-1.22798,0.80907,-1.00428,0.02807,0.62933,-0.04987,0.58447,0.31541,9.0
0.79844,-0.90913,-0.607,0.67667,0.09995,0.40666,0.21306,1.54137,9.0
0.8234,-0.86231,0.50538,-0.38997,-0.59323,-0.34657,-0.52975,0.37016,6.0
-1.26292,0.95889,0.66429,-0.23825,-0.08284,-0.27946,-0.1348,-0.70305,5.0
-1.3278,1.17893,0.34647,-0.63383,-0.71193,-0.59382,-0.6893,-1.11309,2.0
-0.82868,1.0853,0.26701,-0.25429,-0.15644,-0.07371,-0.23158,-0.56577,1.0
-1.43262,1.00571,1.85614,0.12616,0.51063,0.23888,0.46154,-0.68352,10.0
-1.03831,0.48603,-0.05081,-0.32534,0.04297,0.25742,0.09275,-1.01703,3.0
0.68365,-0.73122,-0.607,-0.58799,-0.37483,0.23182,-0.34666,-0.98797,4.0
-0.86861,1.11807,-0.36864,0.6973,0.98066,1.15547,0.99249,-0.56456,2.0
-0.7039,0.96357,-0.84537,0.24763,-0.16593,-0.11433,-0.07465,0.89363,6.0
-1.21301,1.27257,0.74375,-0.32901,-0.41282,-0.60088,-0.39636,-0.68426,3.0
0.90326,-0.70782,-1.00428,2.92638,2.3053,1.8981,2.58013,0.19519,8.0
-0.89856,1.43643,-0.20972,-0.18599,-0.30362,-0.23884,-0.32051,-0.19979,2.0
1.24765,-1.17131,0.34647,-0.95377,-0.88522,-0.71833,-0.84623,-0.89065,4.0
0.60379,-0.81081,-0.84537,0.34114,0.91182,0.75104,0.92711,0.10634,7.0
0.7635,-0.78272,1.06158,-0.55269,-0.47454,-0.13817,-0.46698,-0.28912,4.0
-0.87361,1.43643,-0.92483,0.26505,0.0311,0.40048,0.16337,0.25983,3.0
0.77349,-0.83891,0.50538,0.38377,0.05959,0.58768,0.21045,0.32183,7.0
0.56885,-0.72186,-0.13027,-0.46881,-0.80214,-0.81987,-0.79131,2.16485,10.0
-1.40267,2.33064,-1.1632,0.97966,1.41271,0.59651,1.49729,-1.13062,2.0
0.66867,-0.65164,0.18756,0.55979,0.16404,0.238,0.18952,1.9851,10.0
0.64372,-0.76868,1.3794,-0.65308,-0.51489,-0.24061,-0.56898,-1.09788,2.0
-2.31606,2.87372,-0.92483,0.37827,0.43704,0.46052,0.38569,-0.67963,1.0
0.88329,-0.8155,-0.28918,0.22242,-0.37246,-0.13023,-0.28912,1.65859,9.0
0.73356,-0.8155,0.50538,-0.75254,-0.79501,-0.72716,-0.82269,-0.14958,5.0
1.15781,-1.30708,-0.76592,-0.40189,-0.7689,-0.67682,-0.79654,3.63425,10.0
-1.33779,1.04784,1.85614,-0.65629,-0.18492,0.52145,-0.05895,-1.53787,9.0
1.24765,-1.33049,-0.28918,-0.06727,-0.53151,-0.4543,-0.49836,2.08595,8.0
0.88329,-0.88572,0.34647,0.11654,-0.20154,-0.1108,-0.12434,1.41641,9.0
0.89327,-0.84827,-1.32211,1.63743,0.50351,0.89851,0.62632,2.79507,10.0
1.53714,-0.85763,-1.24265,2.8205,3.17415,-0.13376,0.49293,-0.06899,4.0
1.18775,-0.32391,0.18756,-0.27583,-0.2229,-0.29006,-0.34666,-0.90454,1.0
-0.72886,0.9308,1.3794,-0.1397,-0.07097,-0.19027,-0.04064,-0.705,1.0
-0.12493,0.56094,-1.1632,0.15871,-0.29887,-0.01543,-0.20019,0.76503,3.0
0.61876,-0.82954,0.58484,-0.81672,-0.89709,-0.84107,-0.91424,1.33093,8.0
-1.24794,1.0572,-0.05081,0.35489,0.49401,0.00223,0.44585,0.27146,8.0
-1.31782,0.86525,-0.68646,-0.97669,-0.76415,-0.97087,-0.74161,-0.49587,7.0
2.0113,-1.24622,0.98212,-0.09478,-0.19917,-0.2097,-0.18188,-0.4535,1.0
-0.71888,0.81375,0.98212,-0.72917,-0.7238,-0.70067,-0.70499,-0.79606,2.0
-1.19803,0.79971,0.34647,0.24121,0.43704,0.11261,0.4877,-0.10657,8.0
0.81342,-0.71718,0.18756,-0.64024,-0.67395,-0.4384,-0.66838,-0.26748,4.0
0.57883,-0.82018,0.42593,-0.96065,-1.02291,-1.07066,-1.03455,1.29993,10.0
