@relation calhousing-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
0.55887,-0.76868,1.85614,-0.74521,-0.69768,-0.75276,-0.67361,0.16603,9.0
0.5938,-0.65164,0.74375,-1.15087,-1.17721,-1.20311,-1.23072,-1.32185,5.0
-0.649,1.28193,-0.05081,0.62442,0.53912,0.16647,0.51908,-0.55698,3.0
-1.50749,1.16488,-0.28918,2.35983,1.4412,1.7833,1.74316,1.12775,8.0
0.84336,-0.88572,0.18756,-0.69479,-0.57424,0.25831,-0.6056,-0.55951,4.0
0.62375,-0.78272,1.45886,-0.34413,-0.41994,-0.41633,-0.37282,-0.01025,5.0
1.15282,-1.05895,-1.71939,-0.19012,0.02398,0.01282,0.00382,-0.86001,4.0
0.8234,-0.83891,0.74375,-0.60495,-0.65258,-0.66623,-0.57945,-0.30201,7.0
-1.36274,1.05252,1.29994,-1.00053,-0.93033,-0.59735,-0.94824,-1.261,6.0
0.56386,-0.52991,-1.8783,-0.51419,-0.75466,-0.06223,-0.74423,2.24428,9.0
-1.00338,1.96546,-1.00428,0.89623,0.86909,0.42255,0.81725,-0.85733,2.0
0.69862,-0.83891,0.02865,0.95353,1.98007,0.96208,2.0204,-0.60251,6.0
-1.44759,0.99634,1.53831,-0.26208,-0.12795,-0.32714,-0.08511,-0.52614,9.0
0.67865,-0.661,0.66429,-0.17224,-0.51252,-0.42781,-0.51406,2.36803,10.0
-0.92851,1.39429,0.90266,-0.68837,-0.67869,-0.66269,-0.6553,-1.31648,1.0
-1.27789,0.83716,0.58484,0.61708,1.20381,0.72896,1.2959,-0.17595,9.0
1.2177,-1.36794,0.50538,-0.92673,-0.84961,-0.64857,-0.87762,-1.14504,1.0
0.74354,-0.82486,-0.44809,-0.04573,0.03348,0.51792,0.14767,0.14208,6.0
