@relation calhousing-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-1.18306,1.01507,-1.63993,3.98798,2.65664,2.35198,2.7606,2.08337,9.0
0.58382,-0.75463,-0.76592,2.1366,4.25664,2.15859,4.30116,-0.39723,9.0
0.71858,-0.72186,1.06158,-0.88731,-0.77365,-0.67417,-0.7573,-0.45419,6.0
0.67366,-0.77804,1.45886,-0.43443,-0.36059,0.20974,-0.31005,0.10013,5.0
1.56708,-0.71718,-0.92483,1.85516,1.79966,1.10513,1.9027,-0.73053,2.0
-0.23473,0.62648,-0.68646,-0.23229,-0.02824,0.37045,0.05875,-1.03871,1.0
-1.26791,0.83248,0.50538,0.03495,-0.26089,-0.30153,-0.19496,1.71991,10.0
-0.90355,1.39897,0.42593,-0.13007,0.17116,-0.26356,0.24183,-0.87938,3.0
0.1995,-0.66568,0.34647,-0.73192,-0.6692,0.00576,-0.59514,-0.40023,4.0
-1.63726,1.57688,-0.68646,-0.48394,-0.52202,-0.59382,-0.64745,-1.05287,2.0
0.73356,-0.72654,-0.607,-0.58982,-0.4413,-0.2097,-0.44344,-0.72147,6.0
-1.02334,0.48603,1.29994,-0.37072,-0.30836,0.07199,-0.23419,-0.51398,3.0
-1.15311,0.82312,-1.24265,0.32006,0.06434,0.71925,0.16075,1.70244,8.0
-0.60907,0.83248,0.50538,-0.09157,-0.17068,0.2689,-0.07988,-0.87565,2.0
0.91324,-0.71718,-0.20972,0.03999,0.15692,0.37222,-0.00403,-0.62783,4.0
-1.22299,0.89334,0.18756,-0.63978,-0.65021,-0.62384,-0.6893,-0.17669,7.0
-0.93849,1.37556,1.53831,-0.30884,-0.43181,-0.63709,-0.35974,-0.17863,4.0
-0.72387,0.96825,-1.00428,0.38514,0.26612,0.61858,0.43277,-0.27733,3.0
-1.17308,0.78566,-1.24265,1.55813,2.405,1.34267,2.56705,0.09566,7.0
-1.3877,0.88866,-0.13027,-0.21395,-0.55288,-0.4596,-0.47221,2.05473,10.0
1.23767,-1.38199,0.02865,-0.38676,-0.21103,0.19826,-0.27081,-0.8688,2.0
0.56386,-0.75932,1.14103,-0.56278,-0.69294,-0.68389,-0.67884,0.3731,10.0
-0.64401,1.00102,0.74375,-0.49998,-0.6146,-0.67417,-0.61083,-0.02404,2.0
-1.40267,2.31191,1.14103,-0.17637,0.00974,0.04726,0.03259,-1.21226,1.0
0.5938,-0.82018,-0.13027,0.18483,0.16167,-0.00395,0.1686,0.8982,9.0
0.57384,-0.65164,0.50538,-0.5174,-0.60985,-0.35363,-0.55852,0.3751,5.0
1.15282,-1.31176,-0.36864,-0.44589,-0.80451,-0.74835,-0.81746,3.63267,10.0
0.58382,-0.76868,0.58484,-0.62145,-0.70718,-0.63709,-0.73899,1.10143,9.0
0.7635,-0.82486,-0.84537,0.91228,0.67443,1.20845,0.68909,0.95853,8.0
0.60379,-0.82486,-0.76592,-0.05673,0.08808,-0.13288,0.11629,0.56154,9.0
