@relation abalone
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
1.31652,-0.67475,-0.68794,1.79867,1.28092,1.08742,1.67471,1.68782,2.46233,0.69086,5.0
1.31652,-0.67475,-0.68794,1.34069,1.12978,0.25064,1.04867,0.46914,1.01635,1.1578,5.0
-0.7594,1.48167,-0.68794,0.1333,0.12212,0.01156,-0.04841,0.0434,-0.07384,-0.20711,4.0
-0.7594,-0.67475,1.45328,-1.11574,-1.13746,-0.94476,-1.12103,-1.09869,-1.10929,-1.141,1.0
-0.7594,1.48167,-0.68794,0.42474,0.57556,0.01156,0.26358,0.37228,0.00827,0.2275,2.0
-0.7594,1.48167,-0.68794,1.63214,1.68399,1.80466,2.84928,2.41541,2.04724,2.73823,5.0
-0.7594,1.48167,-0.68794,1.00762,0.92824,1.44604,1.22302,1.25982,1.13495,0.87045,4.0
-0.7594,1.48167,-0.68794,0.17493,0.02135,-0.34706,-0.27579,-0.27873,-0.31559,-0.20711,4.0
1.31652,-0.67475,-0.68794,-1.36554,-1.13746,-0.22752,-1.12613,-1.21582,-1.12753,-0.99374,3.0
-0.7594,-0.67475,1.45328,0.05003,0.22288,-0.10798,-0.41445,-0.51525,-0.32016,-0.18197,3.0
-0.7594,1.48167,-0.68794,1.67377,1.53284,1.08742,1.96427,2.31405,1.70057,1.40923,4.0
-0.7594,1.48167,-0.68794,0.46637,0.42441,1.08742,0.34005,0.15828,0.83389,0.33167,4.0
-0.7594,-0.67475,1.45328,-1.11574,-1.13746,-1.0643,-1.27601,-1.22483,-1.23701,-1.17692,1.0
-0.7594,1.48167,-0.68794,0.79945,0.72671,0.60926,0.37472,0.78001,2.33461,0.61184,3.0
-0.7594,-0.67475,1.45328,-0.74103,-0.73439,-0.82522,-0.96911,-0.91622,-1.19139,-0.90035,1.0
1.31652,-0.67475,-0.68794,1.00762,0.92824,1.3265,1.16695,1.15845,1.55916,0.96025,3.0
1.31652,-0.67475,-0.68794,1.29906,1.12978,0.84834,1.45651,1.77116,1.5546,0.97102,4.0
1.31652,-0.67475,-0.68794,0.84108,0.62595,0.96788,0.62656,0.41283,1.31284,0.47534,4.0
-0.7594,-0.67475,1.45328,0.42474,0.4748,0.37018,0.08923,-0.04671,0.26371,0.33167,2.0
1.31652,-0.67475,-0.68794,0.84108,0.92824,-0.22752,0.51644,0.98725,0.2181,0.08024,2.0
-0.7594,1.48167,-0.68794,-0.53285,-0.58325,-0.58614,-0.75194,-0.70673,-0.63033,-0.8788,1.0
1.31652,-0.67475,-0.68794,1.4656,1.68399,1.20696,2.94513,3.31421,2.16584,2.86754,4.0
1.31652,-0.67475,-0.68794,0.46637,0.52518,0.25064,0.44915,0.72594,0.11774,0.47534,4.0
1.31652,-0.67475,-0.68794,0.42474,0.52518,0.60926,0.17692,0.18531,0.60126,-0.00238,2.0
1.31652,-0.67475,-0.68794,0.75781,0.72671,1.20696,1.08334,0.771,0.51915,1.66067,5.0
1.31652,-0.67475,-0.68794,0.00839,0.02135,-0.22752,-0.28802,-0.07149,-0.28366,-0.44777,3.0
1.31652,-0.67475,-0.68794,-0.03324,-0.23057,0.01156,-0.34512,-0.49949,0.20897,-0.5663,2.0
-0.7594,1.48167,-0.68794,-0.44959,-0.53286,-0.22752,-0.57555,-0.71574,-0.49805,-0.38671,5.0
1.31652,-0.67475,-0.68794,0.3831,0.12212,0.37018,0.36554,0.07944,0.11318,0.72678,5.0
1.31652,-0.67475,-0.68794,0.75781,0.92824,0.7288,0.45935,0.56375,0.43248,0.40351,3.0
-0.7594,1.48167,-0.68794,1.54887,1.23054,1.3265,2.13251,1.42426,2.06092,3.20877,5.0
-0.7594,-0.67475,1.45328,-0.03324,-0.28095,-0.22752,-0.60002,-0.54904,-0.53454,-0.613,2.0
1.31652,-0.67475,-0.68794,1.79867,1.73437,1.56558,3.16536,2.05499,2.63566,1.78997,5.0
-0.7594,1.48167,-0.68794,0.79945,0.57556,0.01156,0.67652,1.08636,0.35494,0.48971,3.0
