@relation abalone
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
1.31652,-0.67475,-0.68794,0.79945,0.72671,0.48972,0.50523,0.23712,0.66056,0.43943,5.0
1.31652,-0.67475,-0.68794,-0.28305,-0.18018,0.01156,-0.24826,-0.35982,0.34582,-0.42263,5.0
1.31652,-0.67475,-0.68794,0.88272,0.82748,0.7288,0.70507,0.74847,0.84301,0.71959,4.0
-0.7594,-0.67475,1.45328,-0.9492,-0.73439,-0.82522,-1.01601,-0.98605,-1.06367,-0.96141,1.0
1.31652,-0.67475,-0.68794,-0.69939,-0.73439,-0.70568,-0.88653,-0.91172,-0.77174,-0.83929,2.0
-0.7594,1.48167,-0.68794,0.79945,1.02901,0.25064,1.2791,0.99851,0.9753,0.5831,5.0
-0.7594,1.48167,-0.68794,1.42396,1.28092,1.44604,1.54318,1.38596,1.39951,1.66785,4.0
1.31652,-0.67475,-0.68794,-0.57449,-0.58325,-0.4666,-0.70402,-0.80134,-0.33384,-0.5663,4.0
1.31652,-0.67475,-0.68794,-0.90756,-0.83516,0.01156,-0.83962,-0.92749,-0.72156,-0.68124,3.0
1.31652,-0.67475,-0.68794,1.09089,0.82748,0.84834,1.08028,1.26207,1.0346,0.90637,3.0
-0.7594,1.48167,-0.68794,0.50801,0.52518,0.25064,0.35637,0.6471,0.27283,0.09101,4.0
-0.7594,1.48167,-0.68794,0.71618,0.67633,0.01156,0.62044,0.75748,0.50091,0.79861,4.0
1.31652,-0.67475,-0.68794,-1.19901,-1.38937,-1.0643,-1.24338,-1.24285,-1.17771,-1.21284,1.0
-0.7594,-0.67475,1.45328,0.21656,0.1725,-0.10798,-0.35226,-0.46119,-0.09664,-0.2574,3.0
-0.7594,-0.67475,1.45328,-0.69939,-0.53286,-0.4666,-0.68057,-0.57833,-0.64402,-0.81773,1.0
1.31652,-0.67475,-0.68794,0.50801,0.52518,0.60926,0.58068,1.00527,0.49178,0.25265,3.0
1.31652,-0.67475,-0.68794,1.63214,1.38169,1.3265,1.87353,2.08203,1.84653,1.66426,4.0
-0.7594,1.48167,-0.68794,-0.74103,-0.88554,-0.4666,-0.91813,-0.93424,-0.81279,-0.81773,4.0
1.31652,-0.67475,-0.68794,0.09166,0.02135,-0.4666,-0.29618,-0.21115,-0.1377,-0.57349,2.0
-0.7594,1.48167,-0.68794,0.3831,0.27326,0.01156,0.06068,0.14026,0.14055,-0.06703,2.0
-0.7594,-0.67475,1.45328,-0.8243,-0.78478,-0.58614,-1.02417,-1.0266,-0.94507,-0.97578,1.0
1.31652,-0.67475,-0.68794,0.09166,0.12212,0.25064,-0.26355,-0.45894,-0.25173,0.0084,4.0
1.31652,-0.67475,-0.68794,0.2582,-0.02903,1.20696,1.17714,1.13592,1.47249,1.07878,4.0
-0.7594,1.48167,-0.68794,0.34147,0.42441,0.1311,0.04233,0.27992,-0.11033,-0.09936,2.0
-0.7594,1.48167,-0.68794,0.42474,0.42441,0.7288,0.44609,0.08169,-0.09208,1.05005,5.0
-0.7594,-0.67475,1.45328,0.2582,0.42441,0.84834,-0.18504,-0.24944,-0.04647,-0.13528,3.0
-0.7594,1.48167,-0.68794,-0.74103,-0.73439,-0.70568,-0.91507,-0.8554,-0.86297,-0.92549,2.0
-0.7594,1.48167,-0.68794,-0.36632,-0.23057,-0.10798,-0.59696,-0.7653,-0.35209,-0.47291,5.0
-0.7594,1.48167,-0.68794,1.25743,1.43207,1.20696,1.47283,1.58194,1.71425,1.24401,5.0
-0.7594,-0.67475,1.45328,0.05003,0.12212,0.37018,-0.03822,0.50969,-0.6349,-0.33642,3.0
-0.7594,1.48167,-0.68794,1.29906,0.97863,0.7288,1.04969,1.34091,1.06196,0.83453,5.0
-0.7594,1.48167,-0.68794,0.92435,0.92824,1.20696,0.9406,1.05257,1.13039,0.81298,2.0
-0.7594,1.48167,-0.68794,1.38233,1.18016,1.20696,1.35251,1.27558,1.91496,1.30148,5.0
-0.7594,-0.67475,1.45328,0.00839,-0.33133,-0.4666,-0.40222,-0.24719,-0.60753,-0.35079,3.0
-0.7594,-0.67475,1.45328,-0.36632,-0.28095,-0.34706,-0.41649,-0.08951,-0.6577,-0.51961,2.0
1.31652,-0.67475,-0.68794,0.42474,0.4748,0.37018,0.37574,0.49167,0.25459,0.40351,4.0
-0.7594,1.48167,-0.68794,1.00762,0.82748,1.80466,1.17714,0.30245,0.43705,1.94802,5.0
-0.7594,1.48167,-0.68794,0.59127,0.57556,0.01156,0.57966,0.71243,0.57845,0.47534,4.0
-0.7594,1.48167,-0.68794,1.54887,1.58322,1.3265,1.83071,1.25531,1.42232,2.34312,5.0
1.31652,-0.67475,-0.68794,1.17416,0.92824,0.84834,0.95589,1.1179,1.21705,0.54718,3.0
1.31652,-0.67475,-0.68794,0.79945,0.87786,0.96788,0.87024,0.97824,0.66968,0.83453,4.0
-0.7594,-0.67475,1.45328,-0.9492,-0.98631,-1.18384,-0.99868,-0.92073,-1.0135,-1.06917,1.0
-0.7594,-0.67475,1.45328,-0.99083,-1.03669,-1.18384,-1.1139,-1.10544,-1.12297,-1.03325,1.0
1.31652,-0.67475,-0.68794,1.34069,1.02901,0.96788,1.27604,1.22603,1.18512,0.96025,3.0
-0.7594,1.48167,-0.68794,0.71618,0.22288,0.01156,0.16366,0.35426,0.17704,-0.13528,2.0
-0.7594,1.48167,-0.68794,0.2582,0.32365,0.1311,0.10758,0.31822,0.15424,-0.1676,2.0
-0.7594,-0.67475,1.45328,-2.03169,-1.99397,-1.54246,-1.44628,-1.38026,-1.40578,-1.50019,1.0
-0.7594,-0.67475,1.45328,-1.86516,-1.84282,-1.54246,-1.4157,-1.36224,-1.3921,-1.39962,1.0
1.31652,-0.67475,-0.68794,-0.19978,0.12212,-0.34706,-0.42567,-0.4702,-0.2791,-0.24303,4.0
-0.7594,1.48167,-0.68794,-0.9492,-0.93593,-0.70568,-1.03539,-1.05363,-1.04999,-1.03325,3.0
1.31652,-0.67475,-0.68794,-0.90756,-0.93593,-0.34706,-0.89876,-1.31269,-0.82648,-0.81773,5.0
-0.7594,-0.67475,1.45328,-0.61612,-0.63363,-0.70568,-0.73155,-0.55805,-0.86753,-0.90035,1.0
-0.7594,1.48167,-0.68794,-0.11651,-0.07942,-0.34706,-0.57861,-0.44317,-0.5984,-0.72075,1.0
-0.7594,1.48167,-0.68794,-0.32468,-0.4321,-0.4666,-0.4899,-0.40262,-0.45244,-0.45855,2.0
-0.7594,-0.67475,1.45328,-0.74103,-0.83516,-0.70568,-0.94158,-0.90045,-0.91771,-0.96141,1.0
-0.7594,1.48167,-0.68794,0.54964,0.4748,0.84834,0.2799,0.14251,0.59213,0.51126,3.0
1.31652,-0.67475,-0.68794,0.67454,0.62595,0.96788,0.63574,0.07268,0.91144,1.05005,5.0
-0.7594,1.48167,-0.68794,0.34147,0.32365,0.48972,0.1759,-0.02418,0.11774,0.5831,4.0
-0.7594,1.48167,-0.68794,0.79945,0.57556,0.01156,0.37166,0.53898,0.52827,0.11616,2.0
-0.7594,1.48167,-0.68794,0.79945,0.77709,0.84834,0.90185,0.77325,1.15775,0.94229,4.0
1.31652,-0.67475,-0.68794,0.09166,0.12212,0.1311,-0.07696,-0.13231,0.07669,0.08024,3.0
-0.7594,1.48167,-0.68794,-0.40795,-0.4321,-0.22752,-0.71013,-0.76079,-0.60753,-0.6561,5.0
-0.7594,1.48167,-0.68794,1.21579,0.97863,0.84834,0.3788,0.35201,0.82477,0.97462,3.0
1.31652,-0.67475,-0.68794,1.63214,1.58322,0.1311,0.73056,1.49409,0.12687,0.21314,2.0
-0.7594,1.48167,-0.68794,0.00839,0.1725,0.01156,0.09127,0.27542,0.01283,-0.11732,4.0
1.31652,-0.67475,-0.68794,-0.49122,-0.58325,0.01156,-0.51641,-0.71123,-0.27454,-0.35079,5.0
1.31652,-0.67475,-0.68794,1.42396,1.23054,1.20696,1.82969,1.81622,2.33005,1.55291,4.0
1.31652,-0.67475,-0.68794,0.59127,0.72671,0.60926,0.8835,0.55925,0.93424,1.22964,5.0
-0.7594,-0.67475,1.45328,0.21656,0.1725,0.25064,-0.38692,-0.40713,-0.42051,-0.15683,2.0
1.31652,-0.67475,-0.68794,0.09166,0.12212,0.60926,0.18507,-0.10753,0.16336,0.15207,5.0
-0.7594,-0.67475,1.45328,-1.69862,-1.59091,-1.42292,-1.37083,-1.36224,-1.33736,-1.28468,3.0
