@relation abalone
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
1.31652,-0.67475,-0.68794,-1.28227,-1.43976,-1.54246,-1.25358,-1.21357,-1.18227,-1.21284,1.0
1.31652,-0.67475,-0.68794,1.50723,1.53284,1.9242,2.34968,2.064,1.16688,3.74396,5.0
1.31652,-0.67475,-0.68794,0.84108,0.87786,0.84834,0.77236,0.77325,0.916,0.81657,4.0
-0.7594,-0.67475,1.45328,-1.78189,-1.84282,-2.14016,-1.3953,-1.31494,-1.29631,-1.39244,1.0
1.31652,-0.67475,-0.68794,0.17493,0.52518,0.48972,0.14021,-0.08275,-0.1377,0.76269,3.0
-0.7594,-0.67475,1.45328,-0.32468,-0.38171,-0.58614,-0.391,0.09295,-0.42963,-0.79618,1.0
1.31652,-0.67475,-0.68794,-1.11574,-1.08708,-1.18384,-1.06699,-0.97479,-1.05911,-1.10509,2.0
-0.7594,-0.67475,1.45328,0.50801,0.12212,0.1311,-0.31657,-0.31477,-0.42051,-0.13528,3.0
-0.7594,1.48167,-0.68794,0.71618,0.62595,1.3265,0.90695,0.49392,1.3767,1.14343,5.0
1.31652,-0.67475,-0.68794,0.46637,0.4748,-0.10798,-0.06779,0.20559,-0.12401,-0.25022,3.0
1.31652,-0.67475,-0.68794,-0.24141,-0.1298,-0.10798,-0.39814,-0.2517,-0.46612,-0.64173,2.0
-0.7594,1.48167,-0.68794,1.00762,1.18016,1.44604,1.26483,1.08862,0.69249,1.9121,5.0
1.31652,-0.67475,-0.68794,-0.24141,-0.07942,0.37018,-0.04128,-0.56256,-0.59384,0.79861,1.0
-0.7594,-0.67475,1.45328,-0.32468,-0.53286,-0.4666,-0.65304,-0.67294,-0.53454,-0.7459,3.0
1.31652,-0.67475,-0.68794,0.67454,0.4748,0.48972,0.59699,0.78226,0.84301,0.2311,4.0
