@relation calhousing-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.45435,0.7763,-0.92483,-0.16949,0.3682,1.56696,0.43015,-1.21441,1.0
-1.26791,0.84653,0.50538,-0.28408,-0.44842,-0.3554,-0.32312,0.932,5.0
-1.08823,0.96357,-0.20972,0.00515,-0.00451,-0.00307,0.05875,-0.07868,3.0
-1.44759,0.96825,1.45886,-0.87035,-0.9778,-0.93202,-0.95085,-0.05036,4.0
-1.53244,1.51602,-1.00428,-0.66866,-0.70718,-0.80045,-0.78607,-1.20894,1.0
-1.34777,1.04784,1.61777,-0.58936,-0.40332,-0.63444,-0.39113,-0.51903,4.0
0.5938,-0.69377,0.58484,0.13625,0.19253,-0.27416,0.20783,0.22788,5.0
0.74354,-0.8155,0.50538,-0.71725,-0.58848,-0.0119,-0.58991,-0.35739,2.0
-0.33456,1.89056,1.85614,-1.07249,-1.12736,-1.13247,-1.1601,-0.12931,1.0
-0.69891,0.94952,-0.76592,-0.30334,-0.34397,-0.5532,-0.32051,-0.3906,2.0
0.67865,-0.72654,-0.20972,-0.02831,0.63882,1.53429,0.7911,-1.01124,3.0
-0.07502,-0.57205,0.50538,-0.3588,-0.3867,-0.48344,-0.42251,0.54412,5.0
0.68864,-0.86231,0.66429,-0.36751,0.0311,0.47818,-0.06157,-0.91254,2.0
-1.21301,1.30066,-1.40157,0.0927,-0.25851,-0.08343,-0.19235,0.56549,5.0
0.87331,-0.88104,-0.36864,-0.79884,-0.78077,-0.95674,-0.79131,-0.54983,2.0
0.80343,-0.84827,-0.76592,-0.65858,-0.68107,-0.61413,-0.58468,-0.12026,4.0
-0.68893,0.3924,1.85614,-0.43306,-0.56237,-0.71303,-0.68145,-0.33765,4.0
-1.92675,2.14805,-0.68646,-1.14721,-1.19383,-1.18192,-1.20979,-0.12931,1.0
0.72357,-0.69845,1.85614,-0.13695,-0.4413,-0.39249,-0.44867,1.05196,5.0
-1.50749,1.47388,-1.08374,-0.85797,-0.9327,-0.93555,-0.93254,-0.2609,1.0
-0.00514,0.21917,-0.607,-0.57469,-0.50065,0.03843,-0.37805,-1.30221,1.0
-0.07502,-0.56268,0.1081,-0.06636,0.28036,-0.29535,0.19999,-0.71416,4.0
0.61876,-0.82018,0.58484,-0.62557,-0.45555,-0.5426,-0.40421,-0.33107,4.0
-1.47754,0.93548,-0.13027,-0.02144,0.28511,-0.03486,0.28368,-0.50635,4.0
1.23268,-0.49714,-1.79885,1.13413,1.20144,0.45257,0.58709,-0.35739,2.0
0.54389,-0.75932,0.1081,0.20271,0.98778,0.11967,1.05004,-0.2029,5.0
0.81342,-0.9419,-0.05081,-0.39914,-0.35109,-0.52406,-0.39374,1.43283,5.0
