@relation calhousing-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.12992,0.54221,0.50538,-0.35009,-0.41519,-0.32803,-0.34143,-0.28606,1.0
0.5938,-0.83891,-0.28918,1.43895,1.45069,1.06981,1.61499,0.85594,5.0
1.16779,-1.14322,-0.52755,-0.03748,-0.21578,-0.2459,-0.20281,-0.12426,3.0
0.60878,-0.80613,-0.20972,-0.21854,-0.03537,-0.08343,0.05351,-0.00035,4.0
-0.12992,0.53753,0.1081,0.24121,0.24238,0.20709,0.36476,-0.54467,1.0
0.86832,-0.86231,0.02865,-0.54169,-0.71668,-0.61943,-0.6213,0.5177,4.0
0.55887,-0.76868,1.85614,-0.74521,-0.69768,-0.75276,-0.67361,0.16603,5.0
1.22269,-1.34922,-0.68646,-0.56369,-0.2965,-0.50816,-0.22896,-0.81301,2.0
-0.49927,0.84184,0.82321,-0.1837,-0.29887,-0.13906,-0.25512,-0.62894,1.0
0.52892,-0.22091,-1.71939,0.79539,0.44891,0.44728,0.404,0.39705,2.0
0.63872,-0.72186,0.02865,-0.18141,0.60321,0.73161,0.62632,-0.81006,3.0
-1.45757,1.00571,1.45886,0.02715,0.2495,0.07022,0.37784,-0.41213,5.0
-1.02334,0.48603,1.29994,-0.37072,-0.30836,0.07199,-0.23419,-0.51398,2.0
0.58382,-0.75463,-0.76592,2.1366,4.25664,2.15859,4.30116,-0.39723,5.0
-0.93849,1.37556,1.53831,-0.30884,-0.43181,-0.63709,-0.35974,-0.17863,2.0
-1.31283,1.15552,-1.8783,3.17711,2.82756,2.82087,2.82599,0.32183,4.0
-0.54918,-0.15537,0.26701,0.71793,1.06375,0.78018,1.19389,-0.8707,4.0
1.14783,-0.72654,0.74375,-0.70717,-0.6692,-0.50287,-0.75207,-1.28579,1.0
0.95317,-1.00745,-0.52755,-0.83734,-0.84961,-0.96381,-0.89593,-0.78222,5.0
-0.95846,1.39429,-1.79885,0.80456,1.03526,0.49143,1.08404,-0.23243,1.0
-0.10496,0.51412,1.85614,-0.57699,-0.51964,-0.12846,-0.62914,-1.38764,1.0
-1.31283,0.86525,0.1081,-0.67187,-0.66445,-0.72009,-0.67099,-0.22527,4.0
0.90326,-0.70782,-1.00428,2.92638,2.3053,1.8981,2.58013,0.19519,4.0
0.71858,-0.67036,1.29994,-0.65216,-0.78789,-0.79162,-0.70238,0.94337,4.0
0.90326,-0.74527,0.58484,-0.18049,-0.21341,0.55324,-0.13742,-0.22332,2.0
-1.44759,0.99634,1.85614,0.13991,0.58185,0.10554,0.59232,-0.46361,5.0
0.28435,-0.72654,-0.92483,-0.37301,-0.23715,-0.74835,-0.54544,0.8232,5.0
1.3874,-0.76868,-1.00428,-1.06195,-1.11549,-1.07154,-1.13133,-1.26426,1.0
-0.09997,0.52348,0.82321,-0.61824,-0.48878,-0.03486,-0.50621,-1.23589,1.0
-0.85863,1.38961,0.02865,-0.62328,-0.74279,-0.72892,-0.7233,0.11745,2.0
0.54888,-0.76868,1.69722,-0.48944,-0.08759,-0.5841,-0.05634,-0.4504,5.0
0.5938,-0.65164,0.74375,-1.15087,-1.17721,-1.20311,-1.23072,-1.32185,3.0
-1.42763,0.9823,1.85614,-0.7365,-0.79027,-0.85166,-0.75207,0.6356,5.0
-0.20479,0.57498,0.18756,-0.12365,-0.1327,0.44816,-0.17404,-0.44597,1.0
-0.50426,0.80907,0.34647,0.42548,0.4228,1.03979,0.51385,-0.86996,1.0
