@relation calhousing-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.88828,-0.82018,-0.92483,2.71644,1.93022,2.11621,2.13549,1.16444,4.0
0.73855,-0.80145,0.58484,-0.6462,-0.77602,-0.63091,-0.73376,0.36805,3.0
0.72357,-0.72186,-0.28918,0.44336,1.10411,1.14222,1.08142,-0.6172,3.0
-1.33779,0.98698,-0.28918,-0.33084,-0.41044,-0.46666,-0.28651,0.3082,3.0
0.8234,-0.86231,0.50538,-0.38997,-0.59323,-0.34657,-0.52975,0.37016,3.0
-0.86861,1.38025,-1.48102,-0.09844,0.09995,-0.40926,-0.00664,-0.71963,2.0
-0.82868,1.0853,0.26701,-0.25429,-0.15644,-0.07371,-0.23158,-0.56577,1.0
-0.72886,0.9308,1.3794,-0.1397,-0.07097,-0.19027,-0.04064,-0.705,1.0
1.1628,-1.13386,-1.56048,-0.06865,0.20915,0.45257,0.06659,-0.9166,2.0
0.90326,-0.73591,1.45886,-0.97532,-1.02053,-0.91966,-1.08163,-1.00661,1.0
-1.09821,0.78566,-1.00428,-0.45231,-0.73567,-0.57969,-0.70499,1.46057,5.0
1.24765,-1.41008,-0.76592,1.09104,1.50767,1.1696,1.52083,-0.57209,2.0
1.18775,-0.32391,0.18756,-0.27583,-0.2229,-0.29006,-0.34666,-0.90454,1.0
0.5389,-0.64695,0.1081,0.10783,-0.16118,-0.07989,-0.10865,0.60665,4.0
-1.13315,1.92333,1.14103,0.15596,0.14505,-0.21588,0.15814,-0.8467,1.0
0.97812,-0.91849,-2.03721,0.87331,0.43229,0.15411,0.21829,1.54211,4.0
-1.21301,1.27257,0.74375,-0.32901,-0.41282,-0.60088,-0.39636,-0.68426,2.0
1.22768,-1.31644,-1.00428,0.7358,0.8406,0.30511,0.95326,0.26546,3.0
1.14783,-1.12917,-1.00428,-0.55728,-0.53863,-0.84372,-0.4879,-1.04524,1.0
0.61876,-0.82954,0.58484,-0.81672,-0.89709,-0.84107,-0.91424,1.33093,4.0
-1.31782,0.86525,-0.68646,-0.97669,-0.76415,-0.97087,-0.74161,-0.49587,4.0
1.12287,-1.12917,-1.08374,0.9847,1.18957,0.33955,1.27236,-0.75437,2.0
0.67865,-0.70782,0.50538,-0.3203,-0.23477,0.08612,-0.22896,-0.16153,3.0
-0.7039,0.96357,-0.84537,0.24763,-0.16593,-0.11433,-0.07465,0.89363,3.0
-1.09821,0.60307,-1.56048,1.05346,1.36286,1.56519,1.24882,-0.19511,3.0
-1.23297,0.6218,1.06158,-0.96156,-1.02291,-1.08213,-1.03455,-0.89691,3.0
-1.40766,0.99634,1.85614,-1.13621,-1.21045,-1.18103,-1.23595,-0.10299,3.0
1.12287,-0.74995,-1.24265,0.55795,0.52962,0.22917,0.44323,0.0167,2.0
-1.29286,0.85589,0.26701,0.01248,0.29223,-0.01985,0.61063,0.20846,5.0
0.62874,-0.78272,1.45886,-0.28913,-0.34635,-0.25738,-0.22112,-0.08231,2.0
0.60878,-0.74059,1.45886,0.08216,0.33496,0.09495,0.24707,-0.67905,4.0
0.65869,-0.77804,1.14103,-0.41289,-0.00688,0.76164,0.06398,-1.03103,1.0
0.56885,-0.77336,-0.76592,2.60735,2.49758,1.32589,2.71614,1.93278,5.0
0.75352,-0.82018,-0.92483,2.08618,1.27028,2.13563,1.48683,1.43141,5.0
0.11964,-0.01492,0.26701,0.03082,0.34446,1.10955,0.45892,-1.26789,1.0
