@relation abalone10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
1.31652,-0.67475,-0.68794,-2.69785,-2.69933,-2.02062,-1.6186,-1.55372,-1.57455,-1.64387,1.0
-0.7594,-0.67475,1.45328,-1.78189,-1.69167,-0.82522,-1.10166,-1.08742,-1.05455,-1.11945,1.0
1.31652,-0.67475,-0.68794,-0.57449,-0.58325,-0.4666,-0.70402,-0.80134,-0.33384,-0.5663,7.0
-0.7594,1.48167,-0.68794,0.75781,1.12978,0.25064,1.04969,1.21476,0.72898,0.76269,6.0
1.31652,-0.67475,-0.68794,0.46637,0.52518,0.60926,0.81315,0.51194,0.14511,1.40923,10.0
-0.7594,-0.67475,1.45328,0.05003,0.12212,0.37018,-0.03822,0.50969,-0.6349,-0.33642,6.0
1.31652,-0.67475,-0.68794,-1.44881,-1.43976,-0.70568,-1.08535,-1.00408,-1.07279,-1.10509,2.0
1.31652,-0.67475,-0.68794,1.67377,1.43207,1.44604,1.38922,2.3163,2.24338,1.93724,5.0
-0.7594,1.48167,-0.68794,0.79945,1.02901,1.56558,1.05785,0.53222,0.69249,1.7325,9.0
-0.7594,1.48167,-0.68794,1.09089,1.33131,0.84834,1.48812,1.66304,2.01987,1.05005,8.0
-0.7594,1.48167,-0.68794,0.00839,0.1725,0.48972,0.01378,-0.02193,0.3002,0.04432,4.0
1.31652,-0.67475,-0.68794,-0.19978,-0.07942,0.60926,-0.00763,-0.47471,0.22266,0.33167,9.0
1.31652,-0.67475,-0.68794,-0.86593,-0.73439,-0.58614,-0.93751,-0.84864,-0.99981,-0.85365,3.0
-0.7594,-0.67475,1.45328,-0.07488,-0.48248,-0.34706,-0.72645,-0.80134,-0.50718,-0.72435,4.0
1.31652,-0.67475,-0.68794,0.79945,1.18016,0.37018,0.52256,0.42634,0.14511,0.79861,7.0
-0.7594,-0.67475,1.45328,-0.49122,-0.33133,-0.4666,-0.72951,-0.61888,-0.56191,-0.70998,4.0
-0.7594,-0.67475,1.45328,0.67454,0.62595,0.01156,0.22484,-0.09401,0.18617,0.5831,9.0
-0.7594,1.48167,-0.68794,1.54887,1.48246,0.7288,1.30765,0.80253,1.81916,1.3805,9.0
-0.7594,-0.67475,1.45328,-0.61612,-0.73439,-0.82522,-0.95178,-0.90946,-0.92227,-0.92908,2.0
1.31652,-0.67475,-0.68794,-0.61612,-0.73439,-0.34706,-0.77743,-0.64365,-0.49805,-0.92549,1.0
-0.7594,-0.67475,1.45328,-2.61458,-2.59857,-2.2597,-1.6084,-1.55822,-1.57455,-1.64028,1.0
1.31652,-0.67475,-0.68794,-0.15815,-0.07942,0.25064,-0.10959,-0.06698,-0.21524,-0.38671,2.0
-0.7594,1.48167,-0.68794,0.92435,0.67633,0.25064,0.72546,0.78226,1.15319,0.37477,6.0
-0.7594,1.48167,-0.68794,0.42474,0.57556,0.84834,0.55111,0.5142,0.19529,0.79861,5.0
-0.7594,-0.67475,1.45328,0.34147,0.32365,0.84834,0.09127,0.24613,0.26827,-0.20711,7.0
-0.7594,-0.67475,1.45328,-0.69939,-0.73439,-0.58614,-0.83045,-0.83963,-0.94964,-0.90394,2.0
-0.7594,1.48167,-0.68794,-1.65698,-1.49014,-1.18384,-1.29946,-1.2361,-1.31911,-1.27031,2.0
-0.7594,-0.67475,1.45328,0.34147,0.22288,-0.34706,-0.35531,-0.35081,-0.37945,-0.20711,5.0
-0.7594,-0.67475,1.45328,-0.15815,0.1725,-0.34706,-0.443,-0.51525,-0.39314,-0.27895,5.0
-0.7594,1.48167,-0.68794,-0.9492,-0.93593,-0.70568,-1.03539,-1.05363,-1.04999,-1.03325,6.0
-0.7594,1.48167,-0.68794,0.21656,0.37403,0.37018,0.32986,0.83182,-0.02366,-0.14964,4.0
-0.7594,-0.67475,1.45328,-0.03324,-0.1298,-0.58614,-0.37571,-0.19763,-0.51174,-0.37952,8.0
1.31652,-0.67475,-0.68794,0.84108,0.92824,-0.22752,0.51644,0.98725,0.2181,0.08024,3.0
-0.7594,1.48167,-0.68794,0.75781,0.82748,1.20696,0.6235,0.49618,0.69705,0.78425,8.0
-0.7594,1.48167,-0.68794,-0.61612,-0.48248,-0.70568,-0.77845,-0.70448,-0.89946,-0.78182,9.0
-0.7594,-0.67475,1.45328,-0.03324,-0.02903,0.01156,-0.31045,-0.32829,-0.31559,-0.24303,10.0
-0.7594,1.48167,-0.68794,0.1333,0.32365,0.48972,0.53378,0.14251,0.44617,0.83453,10.0
-0.7594,1.48167,-0.68794,1.00762,1.12978,1.68512,1.47792,1.1562,1.68688,1.6894,10.0
1.31652,-0.67475,-0.68794,0.67454,0.62595,-0.58614,0.5817,0.14927,1.00723,0.51126,10.0
1.31652,-0.67475,-0.68794,1.17416,1.28092,0.37018,1.13024,1.06609,0.69249,1.76842,10.0
-0.7594,-0.67475,1.45328,0.34147,0.27326,0.37018,-0.09532,-0.39587,-0.11489,0.33167,10.0
-0.7594,1.48167,-0.68794,1.4656,1.48246,1.9242,1.70733,1.29586,2.26163,1.55291,8.0
-0.7594,1.48167,-0.68794,0.46637,0.42441,0.7288,0.28907,0.46013,0.46898,0.06587,5.0
-0.7594,-0.67475,1.45328,-0.86593,-0.88554,-0.58614,-0.92323,-0.85765,-0.80823,-0.99733,1.0
1.31652,-0.67475,-0.68794,-0.36632,-0.1298,0.25064,-0.30026,-0.65267,-0.36577,0.07664,10.0
1.31652,-0.67475,-0.68794,0.59127,0.4748,0.1311,0.23096,0.31822,0.01283,0.2742,8.0
-0.7594,1.48167,-0.68794,-0.61612,-0.58325,-0.34706,-0.78558,-0.78557,-0.82648,-0.67406,8.0
1.31652,-0.67475,-0.68794,0.54964,0.52518,-0.22752,0.55723,0.43085,0.22722,0.65494,8.0
-0.7594,1.48167,-0.68794,0.71618,0.57556,0.48972,0.49707,0.55925,0.64687,0.29575,6.0
1.31652,-0.67475,-0.68794,1.09089,1.83514,1.44604,1.46161,1.3274,1.78723,1.26556,8.0
1.31652,-0.67475,-0.68794,0.1333,0.27326,0.96788,0.34107,0.10872,0.41424,0.61902,10.0
-0.7594,1.48167,-0.68794,0.21656,0.07173,-0.10798,-0.13304,-0.18637,0.26827,-0.27895,4.0
-0.7594,-0.67475,1.45328,-0.19978,-0.33133,-0.34706,-0.52865,-0.45218,-0.5163,-0.58785,2.0
1.31652,-0.67475,-0.68794,0.63291,0.87786,1.08742,0.58272,0.65836,0.75635,0.92074,8.0
1.31652,-0.67475,-0.68794,0.2582,0.1725,0.25064,0.09025,0.46464,0.03564,-0.3041,5.0
-0.7594,1.48167,-0.68794,0.42474,0.72671,0.60926,0.50829,0.68314,0.26371,0.48253,4.0
1.31652,-0.67475,-0.68794,0.92435,0.92824,0.7288,1.23526,1.13367,1.17144,1.28711,8.0
-0.7594,-0.67475,1.45328,-1.44881,-1.49014,-1.0643,-1.23931,-1.17527,-1.25525,-1.21284,4.0
-0.7594,1.48167,-0.68794,0.63291,0.72671,0.60926,0.6235,0.42409,0.81565,0.69086,7.0
1.31652,-0.67475,-0.68794,0.67454,0.82748,0.1311,0.96099,0.71017,1.34934,0.51126,10.0
1.31652,-0.67475,-0.68794,-1.32391,-1.13746,-1.42292,-1.16895,-1.18203,-1.25525,-0.99733,2.0
1.31652,-0.67475,-0.68794,-0.32468,-0.48248,-0.22752,-0.58574,-0.44993,-0.77174,-0.5663,6.0
1.31652,-0.67475,-0.68794,1.84031,1.78475,1.80466,3.40599,2.55508,2.65847,3.31293,10.0
1.31652,-0.67475,-0.68794,-0.61612,-0.53286,-0.4666,-0.88347,-0.95677,-0.94964,-0.67406,5.0
1.31652,-0.67475,-0.68794,-0.07488,0.4748,-0.10798,-0.21665,-0.28999,-0.16507,-0.02752,4.0
-0.7594,-0.67475,1.45328,0.71618,0.67633,0.7288,0.42774,0.37904,0.55108,0.5831,10.0
1.31652,-0.67475,-0.68794,-0.11651,0.07173,0.1311,-0.15853,-0.13456,0.02651,-0.2574,4.0
1.31652,-0.67475,-0.68794,-0.57449,-0.33133,-0.34706,-0.703,-0.64816,-0.717,-0.53038,2.0
-0.7594,-0.67475,1.45328,0.21656,0.12212,-0.22752,-0.39304,-0.2945,-0.33384,-0.45495,3.0
-0.7594,-0.67475,1.45328,-1.24064,-1.33899,-0.94476,-1.21586,-1.09418,-1.26438,-1.24876,1.0
-0.7594,-0.67475,1.45328,-2.03169,-1.99397,-1.78154,-1.46362,-1.42757,-1.38753,-1.50019,1.0
-0.7594,-0.67475,1.45328,-1.0741,-0.88554,-0.94476,-1.06292,-0.94776,-1.15946,-1.06917,3.0
