@relation abalone10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.7594,-0.67475,1.45328,-0.57449,-0.63363,-0.82522,-0.87327,-0.88018,-0.95876,-0.81055,3.0
-0.7594,-0.67475,1.45328,-0.24141,-0.28095,0.1311,-0.67037,-0.69547,-0.29735,-0.63455,3.0
1.31652,-0.67475,-0.68794,1.04925,1.07939,0.96788,1.02522,0.93319,1.51811,1.19372,9.0
-0.7594,-0.67475,1.45328,-0.19978,-0.28095,-0.70568,-0.68261,-0.6369,-0.82648,-0.76386,2.0
-0.7594,1.48167,-0.68794,0.50801,0.4748,0.60926,0.34515,-0.06473,0.62863,0.54718,9.0
1.31652,-0.67475,-0.68794,-0.53285,-0.63363,-0.70568,-0.75296,-0.56031,-0.84016,-0.88239,2.0
-0.7594,-0.67475,1.45328,-0.74103,-1.08708,-0.4666,-0.47359,-0.45218,-0.37945,-0.53398,3.0
1.31652,-0.67475,-0.68794,-0.61612,-0.68401,-0.22752,-0.93241,-0.89595,-0.92227,-0.96141,4.0
-0.7594,-0.67475,1.45328,-0.69939,-0.4321,-0.58614,-0.66833,-0.52201,-0.88121,-0.66328,4.0
-0.7594,-0.67475,1.45328,0.1333,0.22288,0.7288,0.0148,0.05917,0.00827,0.0084,4.0
-0.7594,1.48167,-0.68794,-0.44959,-0.53286,-0.94476,-0.72033,-0.86441,-0.91314,-0.38671,6.0
-0.7594,1.48167,-0.68794,0.34147,0.42441,0.84834,0.3686,0.39481,0.51915,0.1844,4.0
-0.7594,-0.67475,1.45328,-0.74103,-0.78478,-1.0643,-0.88856,-0.63239,-0.96332,-1.07994,2.0
1.31652,-0.67475,-0.68794,1.29906,1.07939,0.48972,0.82742,1.16521,0.74722,0.61902,8.0
