@relation abalone10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
1.31652,-0.67475,-0.68794,-2.23987,-2.29627,-1.78154,-1.52887,-1.46586,-1.51982,-1.53611,1.0
-0.7594,-0.67475,1.45328,-0.99083,-1.08708,-1.18384,-1.14142,-1.155,-1.0363,-0.92549,1.0
1.31652,-0.67475,-0.68794,-1.15737,-0.98631,-0.94476,-1.10982,-1.13923,-0.96332,-0.99733,7.0
1.31652,-0.67475,-0.68794,0.84108,0.82748,0.84834,1.02726,0.95121,0.82477,1.19372,6.0
-0.7594,-0.67475,1.45328,0.63291,0.37403,0.84834,0.46546,0.10647,0.32301,0.83453,10.0
-0.7594,1.48167,-0.68794,0.75781,0.67633,0.37018,0.35739,0.39706,0.11318,0.364,6.0
1.31652,-0.67475,-0.68794,0.42474,0.42441,0.37018,0.24319,0.31371,0.23178,0.14489,2.0
1.31652,-0.67475,-0.68794,1.04925,1.07939,-0.34706,0.7173,0.73946,0.93424,0.63698,5.0
1.31652,-0.67475,-0.68794,1.50723,1.53284,1.9242,2.34968,2.064,1.16688,3.74396,9.0
1.31652,-0.67475,-0.68794,-0.9492,-0.98631,-0.34706,-0.95688,-0.98155,-0.84016,-0.88957,8.0
-0.7594,-0.67475,1.45328,-0.69939,-0.83516,-0.70568,-0.67751,-0.45669,-0.55735,-0.94345,4.0
1.31652,-0.67475,-0.68794,1.00762,1.07939,2.40236,1.45345,0.50293,1.71881,2.12761,9.0
-0.7594,1.48167,-0.68794,-0.03324,-0.02903,-0.58614,-0.10755,-0.17736,0.03564,-0.13528,3.0
-0.7594,-0.67475,1.45328,0.05003,-0.07942,0.1311,-0.55821,-0.74728,-0.457,-0.31487,4.0
-0.7594,-0.67475,1.45328,0.46637,0.52518,0.01156,0.19935,0.24388,0.03564,0.22391,7.0
1.31652,-0.67475,-0.68794,-0.15815,-0.02903,-0.70568,-0.41547,-0.24494,-0.18787,-0.45855,4.0
-0.7594,-0.67475,1.45328,-0.11651,-0.07942,0.25064,-0.17077,-0.32829,-0.11945,-0.02752,9.0
1.31652,-0.67475,-0.68794,0.59127,0.57556,0.84834,0.58374,0.18982,0.66968,1.08596,9.0
-0.7594,-0.67475,1.45328,-1.57372,-1.49014,-1.18384,-1.28927,-1.22483,-1.2735,-1.31341,2.0
-0.7594,-0.67475,1.45328,-1.65698,-1.84282,-1.54246,-1.40652,-1.3645,-1.3556,-1.06917,1.0
-0.7594,-0.67475,1.45328,-3.19746,-3.05201,-2.49877,-1.6604,-1.59652,-1.61561,-1.67979,1.0
-0.7594,1.48167,-0.68794,-1.24064,-1.13746,-0.70568,-1.07719,-1.05363,-1.12297,-0.97219,2.0
1.31652,-0.67475,-0.68794,1.09089,1.38169,1.20696,1.21487,1.23053,1.39039,0.99976,6.0
