@relation housing10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.40984,0.04872,-0.47618,-0.27233,-0.26489,-0.38803,-0.07016,0.83841,-0.52248,-0.57695,-1.50375,0.42638,-0.03124,7.0
-0.41511,1.76381,-0.84788,-0.27233,-1.29184,0.39903,-1.62262,1.67267,-0.40764,-0.68375,-0.85708,0.16481,-0.44014,8.0
-0.41803,3.58609,-1.40908,-0.27233,-1.3091,1.21028,-1.94235,1.83233,-0.75218,-0.03701,-0.67232,0.3026,-1.14872,9.0
-0.36482,-0.48724,-0.18028,-0.27233,-0.0923,-0.24428,-0.34726,0.09824,-0.63733,-0.61848,-0.02565,0.43328,0.01077,5.0
-0.40935,0.79907,-0.90473,-0.27233,-1.09335,0.45738,-0.93698,1.13732,-0.40764,-0.64222,-0.85708,0.29691,-0.73981,7.0
1.15196,-0.48724,1.01499,-0.27233,0.6585,-3.44659,1.11639,-1.08488,1.6596,1.52941,0.80578,-2.46732,0.09479,7.0
-0.38157,-0.48724,-0.71961,-0.27233,-0.4116,2.79294,0.06484,-0.06798,-0.17794,-0.60068,-0.48756,0.244,-1.21874,10.0
-0.38482,-0.48724,-0.54761,-0.27233,-0.53242,0.03895,-1.40947,0.76974,-0.52248,-0.71935,0.52864,0.44062,-0.91066,7.0
-0.41689,2.72855,-1.19335,-0.27233,-1.09335,0.44173,-1.6617,0.76272,-0.75218,-0.92702,-0.07184,0.4267,-1.16692,9.0
-0.40814,0.79907,-0.90473,-0.27233,-1.09335,0.10442,-0.55686,1.53889,-0.40764,-0.64222,-0.85708,0.17609,-0.20068,6.0
-0.3831,-0.48724,-0.18028,-0.27233,-0.0923,-0.52751,0.51956,0.09667,-0.63733,-0.61848,-0.02565,0.3727,0.79497,3.0
1.25643,-0.48724,1.01499,-0.27233,1.59914,0.25101,0.87837,-0.85123,1.6596,1.52941,0.80578,-3.60572,0.75576,1.0
-0.27785,-0.48724,1.23073,-0.27233,0.43412,0.93702,1.02402,-0.91073,-0.52248,-0.03107,-1.7347,0.074,-1.12911,10.0
-0.38059,0.45606,-0.76917,-0.27233,-1.06746,-0.25139,-1.19631,2.02329,-0.29279,-0.46421,0.29768,0.36701,-0.48915,8.0
0.69548,-0.48724,1.01499,-0.27233,1.19354,0.16989,1.11639,-1.0239,1.6596,1.52941,0.80578,0.21289,1.07224,1.0
0.05625,-0.48724,1.23073,-0.27233,2.72965,-1.16228,1.11639,-1.1318,-0.52248,-0.03107,-1.7347,0.44062,1.92786,3.0
0.37059,-0.48724,1.01499,-0.27233,1.36614,-0.28982,0.56219,-0.51172,1.6596,1.52941,0.80578,0.44062,0.28664,5.0
-0.39739,-0.48724,-0.04763,-0.27233,-1.2228,-0.05641,-2.21589,0.70867,-0.63733,-0.61255,0.34387,0.2245,-0.71601,7.0
-0.34593,-0.48724,-0.43683,-0.27233,-0.14407,-0.26847,0.56575,0.31669,-0.63733,-0.60068,1.1753,0.25572,-0.33511,3.0
-0.40793,1.22785,-0.689,3.66477,-0.92939,1.39815,-0.69541,0.47117,-0.63733,-0.91515,-0.39518,0.35682,-0.92466,9.0
0.35359,-0.48724,1.01499,-0.27233,1.36614,0.04606,0.51246,-0.5037,1.6596,1.52941,0.80578,0.44062,0.18722,4.0
-0.41657,-0.48724,-0.86683,-0.27233,-0.34256,-0.55455,-0.31884,0.8643,-0.52248,-1.09315,0.80578,0.41772,-0.2931,4.0
-0.40548,1.44223,-1.12192,-0.27233,-1.01568,0.38622,-1.40236,0.36646,-0.52248,-0.06074,-1.50375,0.28661,-1.13331,9.0
-0.39929,-0.48724,-0.21089,-0.27233,0.26153,-0.87478,-1.41302,-0.47321,-0.40764,-0.10228,0.34387,0.40107,0.69275,7.0
1.19744,-0.48724,1.01499,-0.27233,1.36614,-0.10907,0.93876,-0.74694,1.6596,1.52941,0.80578,-2.80458,0.35246,1.0
-0.38709,-0.48724,-0.54761,-0.27233,-0.53242,-0.8207,0.20339,0.43978,-0.52248,-0.71935,0.52864,0.37741,-0.12786,4.0
-0.41235,-0.48724,-1.033,-0.27233,-0.38571,0.37199,-1.26026,-0.31474,-0.52248,-0.66595,-0.85708,0.37555,-1.02549,9.0
-0.37847,-0.48724,-0.71961,3.66477,-0.4116,0.94841,0.70785,-0.44324,-0.17794,-0.60068,-0.48756,0.38366,-0.41213,8.0
-0.40979,0.41318,-0.80124,-0.27233,-0.99842,-0.45777,-0.81264,1.43403,-0.63733,-0.98042,-0.7647,0.42594,0.1116,4.0
1.42543,-0.48724,1.01499,-0.27233,1.00369,0.37057,1.08442,-1.0808,1.6596,1.52941,0.80578,0.44062,1.18007,1.0
0.14624,-0.48724,1.01499,-0.27233,0.51179,0.28375,0.88903,-0.70748,1.6596,1.52941,0.80578,0.43306,0.84398,3.0
4.89826,-0.48724,1.01499,-0.27233,1.19354,-2.51294,1.11639,-1.01478,1.6596,1.52941,0.80578,-2.93997,3.40663,1.0
-0.24997,-0.48724,1.23073,-0.27233,0.43412,1.71411,0.78956,-0.86628,-0.52248,-0.03107,-1.7347,0.19449,-1.52961,10.0
-0.41757,3.05012,-1.32745,-0.27233,-1.20554,1.88633,-1.8784,1.17536,-0.86702,-0.35741,-1.7347,0.42397,-1.33636,10.0
-0.38532,0.3703,-0.60883,-0.27233,-0.78268,-0.61005,-0.94053,0.30107,-0.75218,-1.09909,0.06673,0.35025,0.04858,5.0
-0.41264,-0.48724,-0.75459,-0.27233,-0.48064,-0.50046,-0.01332,-0.20646,-0.52248,-0.76682,0.34387,0.44062,-0.41633,4.0
-0.41836,2.94293,-1.33037,-0.27233,-1.03294,0.49866,-1.38105,2.1603,-0.63733,-0.76088,-0.67232,0.37533,-0.93306,8.0
-0.40781,-0.48724,2.42017,-0.27233,0.46864,-0.4293,1.07376,-0.9151,-0.63733,1.79642,0.75959,0.36624,0.75856,2.0
1.98833,-0.48724,1.01499,-0.27233,0.90013,-3.0552,1.11639,-1.24278,1.6596,1.52941,0.80578,0.14838,1.49655,1.0
-0.40984,-0.48724,-0.04763,-0.27233,-1.2228,0.18839,-2.20168,0.70867,-0.63733,-0.61255,0.34387,0.29636,-0.83084,7.0
-0.35884,-0.48724,-0.71961,-0.27233,-0.43749,3.47325,0.51246,-0.42771,-0.17794,-0.60068,-0.48756,0.27741,-1.12351,10.0
-0.3982,-0.48724,-0.61612,-0.27233,-0.92076,-0.70968,-1.25316,0.61991,-0.75218,-1.03975,-0.2566,0.44062,0.20962,5.0
-0.40929,-0.48724,2.11552,-0.27233,0.22701,-0.46061,0.86416,-0.8112,-0.86702,-1.30676,0.29768,0.23458,0.73896,5.0
-0.41843,2.08539,-1.19626,-0.27233,-1.32636,0.45454,-1.76827,1.15142,-0.98187,-0.84988,-1.31899,0.21935,-1.15852,9.0
1.17009,-0.48724,1.01499,-0.27233,1.59914,-0.49762,0.68653,-0.93766,1.6596,1.52941,0.80578,-3.15159,2.99212,1.0
0.39633,-0.48724,1.01499,-0.27233,1.40929,-0.39657,0.94942,-0.91202,1.6596,1.52941,0.80578,-0.40193,0.42668,2.0
-0.40371,-0.48724,0.4057,-0.27233,-1.01568,-0.70399,-0.37568,1.1991,-0.63733,-0.70748,-1.13422,0.44062,0.44628,5.0
0.17167,-0.48724,1.01499,-0.27233,1.36614,0.0176,0.82508,-0.67761,1.6596,1.52941,0.80578,0.31125,0.64653,3.0
0.39957,-0.48724,1.01499,-0.27233,0.51179,-0.25851,0.58706,-0.84211,1.6596,1.52941,0.80578,-3.87923,1.48955,2.0
-0.40062,-0.48724,-0.54761,-0.27233,-0.53242,0.2012,-0.57817,0.35397,-0.52248,-0.71935,0.52864,0.44062,-0.76362,7.0
-0.41057,-0.48724,0.4057,-0.27233,-1.01568,-0.3923,-0.93343,0.81097,-0.63733,-0.70748,-1.13422,0.44062,-0.31551,6.0
-0.41359,-0.48724,-1.26477,-0.27233,-0.57556,2.20087,-0.53199,-0.28297,-0.75218,-1.27709,-0.30279,0.39384,-1.14872,10.0
-0.41599,0.97058,-0.73564,-0.27233,-1.0502,0.43461,-1.00093,0.80574,-0.29279,-0.47015,-1.08803,0.42802,-0.44154,6.0
0.65323,-0.48724,1.01499,-0.27233,0.6585,-0.09768,1.11639,-1.24706,1.6596,1.52941,0.80578,0.1038,-0.43734,10.0
-0.40776,0.79907,-0.90473,-0.27233,-1.09335,-0.2699,-0.12345,1.20675,-0.40764,-0.64222,-0.85708,0.41564,-0.03544,5.0
-0.39878,-0.48724,2.42017,-0.27233,0.46864,-1.23913,1.056,-0.96862,-0.63733,1.79642,0.75959,-0.13828,1.58477,1.0
-0.25573,-0.48724,1.23073,3.66477,2.72965,-0.22151,0.97429,-0.97147,-0.52248,-0.03107,-1.7347,-0.39054,0.34546,3.0
-0.28913,-0.48724,1.23073,3.66477,2.72965,-1.81128,0.69008,-1.03758,-0.52248,-0.03107,-1.7347,-0.14671,-0.07465,2.0
-0.34376,0.3703,-1.04467,-0.27233,0.79657,0.79327,1.11639,-0.84738,-0.52248,-0.85582,-2.51994,0.38618,-0.80563,9.0
-0.41228,-0.48724,-1.15107,-0.27233,-0.8172,0.06884,-1.82511,0.67415,-0.63733,0.12913,-0.71851,0.20303,-0.74402,6.0
-0.41673,1.22785,-1.44115,-0.27233,-1.08472,0.93133,-1.21053,2.3731,-0.98187,-0.43455,0.57483,0.36339,-0.94707,8.0
-0.38344,-0.48724,-0.71961,-0.27233,-0.43749,2.81998,0.34549,-0.42771,-0.17794,-0.60068,-0.48756,0.31082,-1.19213,10.0
-0.40017,-0.48724,-0.61612,-0.27233,-0.92076,-0.8577,-1.23539,0.61991,-0.75218,-1.03975,-0.2566,0.44062,-0.34211,4.0
-0.23076,-0.48724,1.56744,-0.27233,0.59809,-1.80131,1.11639,-1.11869,-0.63733,0.17066,1.26768,0.44062,3.04674,2.0
-0.38176,-0.48724,1.56744,-0.27233,0.59809,-0.65844,0.95297,-0.62931,-0.63733,0.17066,1.26768,0.35069,0.33285,4.0
-0.39943,-0.48724,-0.21089,-0.27233,0.26153,-1.01853,0.17497,-0.66255,-0.40764,-0.10228,0.34387,0.42824,0.34266,3.0
0.14936,-0.48724,1.01499,-0.27233,0.6585,-1.87105,1.11639,-1.16946,1.6596,1.52941,0.80578,0.20643,-1.31536,10.0
-0.34864,-0.48724,-0.71961,-0.27233,-0.4116,0.47446,0.4343,-0.24835,-0.17794,-0.60068,-0.48756,0.44062,-0.70761,9.0
-0.41484,-0.48724,0.11562,-0.27233,0.15797,-0.23432,0.28865,-0.71593,-0.98187,-0.80242,1.1753,0.44062,-0.50035,5.0
-0.41466,-0.48724,-1.12629,-0.27233,-0.56693,0.18839,-0.08792,-0.33373,-0.86702,-0.82022,-0.30279,0.38892,-0.53816,6.0
