@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.1137,-0.08386,-0.42394,0.30061,-0.01863,0.6118,-0.35527,0.47765,-0.7037,-0.86075,-0.17303,-0.41082,0.32971,0.74078,-0.13478,-1.48234,1.0
-0.09642,0.41541,-0.28751,-0.83427,-1.30399,0.85503,-0.35527,1.22438,0.40401,0.21258,0.58882,-0.28959,0.32971,-1.24154,-0.13478,-0.97981,5.0
0.05494,2.47694,0.49505,-0.23714,0.42786,-2.34259,3.27443,-0.65814,-0.18295,0.04282,-0.64248,-0.35003,0.17293,0.1476,-0.40031,0.45599,3.0
-0.08229,1.73769,-0.33793,-0.60057,-1.34508,-1.26157,-0.13741,-1.16917,0.64052,3.67823,0.72903,-0.32675,-0.80697,2.56255,-0.60784,-0.8123,5.0
-0.09462,-1.79349,4.02001,0.1001,0.52351,0.23722,0.29393,0.2559,-0.32665,-0.53961,0.42783,4.14202,0.31047,0.26804,0.95479,0.953,1.0
-0.11555,2.22742,-0.42394,-0.33363,-0.13939,0.78825,-0.35527,0.70644,-0.7037,-0.65524,-0.09938,-0.41082,0.19075,0.2426,-0.63706,1.53284,3.0
1.03057,-0.27704,2.11275,-0.71331,-0.28549,-0.36466,0.21609,-0.30714,-0.02896,0.48626,-0.42631,2.08637,0.05561,0.28194,-0.37,-0.35598,4.0
-0.11578,1.07247,-0.42394,0.42135,-0.33986,0.28382,-0.35527,-0.30873,-0.7037,-1.12498,0.36723,-0.41082,0.32971,-0.38896,-1.19221,1.53284,1.0
-0.10368,-0.55016,-0.15322,-0.19624,-0.02309,0.53733,-0.35527,0.20146,0.40714,-0.4543,-0.03963,-0.06636,0.27302,0.06665,1.12601,1.03031,1.0
-0.1099,0.52779,-0.42394,-0.50804,-1.02987,0.76837,-0.35527,0.75687,0.26692,-0.45525,-0.51406,-0.41082,0.32971,-0.95093,0.04146,0.9298,2.0
