@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.02852,-0.1165,-0.37813,0.14267,0.37772,0.19127,-0.02482,0.10952,0.19569,-0.20963,-0.66515,-0.35504,-0.63864,0.63213,0.46728,0.61518,4.0
-0.07868,0.47173,-0.3104,-0.18648,-1.06153,1.10749,-0.35527,1.70155,-0.50261,-0.18839,-0.71629,-0.30811,0.26814,-2.17266,0.79048,-1.48234,5.0
-0.10025,-0.55109,-0.41844,1.04687,1.63029,-0.7055,0.39307,-0.79152,2.08017,-0.23314,-0.00395,-0.41082,0.28912,-0.5249,-0.35948,1.1021,1.0
-0.03622,0.53511,-0.32375,-0.7009,-0.44168,1.13631,-0.18259,1.34178,-0.57131,-0.75959,0.04,-0.25627,-7.95917,1.47538,2.36868,0.02525,1.0
-0.10312,-0.00043,-0.39133,-0.91161,-1.03729,1.19301,-0.35527,1.63371,-0.7037,-0.84926,-0.28819,-0.39138,0.30252,-0.26114,-0.09561,-1.48234,3.0
-0.09978,0.30155,2.31008,-0.27733,0.60884,-0.53896,-0.35527,-1.45734,0.0982,0.88078,-0.81732,2.4414,-0.26362,0.46473,-0.50606,-1.48234,5.0
-0.06949,0.26893,-0.39728,0.17863,0.41898,-0.2681,0.18145,-0.35363,0.36022,-0.286,-0.22165,-0.39418,-0.11236,0.59177,-0.16768,-0.04654,3.0
-0.11098,-0.20057,-0.27759,0.20908,0.15401,0.38324,-0.35527,0.20466,-0.7037,-0.45855,-0.35372,-0.26988,0.32971,-1.18565,0.11403,-1.48234,4.0
-0.1004,-0.29783,-0.16888,0.62547,1.72015,-1.84348,2.0101,-0.99849,-0.28565,-0.11539,-0.47587,-0.21256,0.20171,1.50765,-0.73592,-0.47728,3.0
-0.11402,-0.18154,-0.42394,1.84164,1.70076,-0.44855,-0.35527,-0.83395,-0.7037,-0.17893,0.06379,-0.41082,0.32971,0.02723,-0.89213,1.53284,1.0
-0.10846,0.08291,-0.41396,-1.00755,-0.54501,0.6802,-0.35527,0.40132,-0.7037,0.27775,-0.13872,-0.37786,0.14529,1.67297,1.62626,0.02525,3.0
0.05859,0.33489,-0.41088,-1.22749,-1.52976,1.46012,-0.35527,2.09659,-0.21062,-0.71032,-0.87726,-0.39733,0.19132,-1.44178,1.34116,0.24062,5.0
-0.10193,0.09655,-0.36943,0.30325,0.01799,0.12566,-0.35527,-0.25878,-0.7037,0.19982,-0.30182,-0.36138,0.2836,-0.18461,-0.4369,0.52778,5.0
-0.11022,-1.16203,-0.42394,0.11754,0.46728,0.10589,-0.32363,-0.36311,-0.7037,-0.3734,0.3206,-0.41082,0.32971,0.78847,0.32876,1.53284,2.0
-0.04177,-0.73807,0.79984,0.21912,0.71124,-0.0719,0.0288,-0.35557,-0.21524,-0.63628,-0.33029,0.68326,0.26989,0.36046,-0.02887,0.48408,3.0
0.05223,1.42407,-0.25312,-1.74092,-1.69579,-1.20471,1.2603,-0.36082,0.54645,2.02892,0.04595,-0.22459,0.1463,1.36848,-0.30166,0.28264,5.0
-0.07177,0.49936,-0.41534,0.02026,-0.24987,-0.7523,0.3708,-0.71791,0.98216,1.34691,-0.09427,-0.40467,0.3211,1.30812,-0.33813,0.02525,5.0
0.06266,-0.60897,0.57917,2.18734,1.72204,-1.90161,0.55857,-1.91212,-0.04935,0.84144,0.74223,0.27767,0.07313,2.29236,-0.61015,-0.54283,4.0
-0.10442,0.65656,-0.40257,-0.54026,-0.73124,0.89994,-0.35527,1.11296,0.47741,-0.51375,-0.26107,-0.36773,0.32971,0.05345,0.27423,-0.47728,3.0
-0.11139,-0.27721,-0.42394,0.99751,0.48787,-0.31683,-0.35527,-1.03725,0.26213,-0.45855,-0.31394,-0.41082,0.23114,-1.1906,0.39394,-0.47728,1.0
-0.11652,-0.74194,-0.42394,0.2057,0.06107,-0.49142,-0.35527,-1.29127,-0.7037,0.04127,0.34489,-0.41082,0.32971,0.35783,2.50881,1.53284,1.0
-0.11704,1.03068,-0.42394,-0.02839,-1.77651,1.23868,-0.35527,2.34829,-0.7037,0.65509,0.92336,-0.41082,0.32971,-0.56588,-1.19221,-1.48234,4.0
-0.11742,0.13143,-0.42394,1.15405,1.56983,0.00347,-0.35527,-0.6862,-0.7037,-1.12498,1.37161,-0.41082,0.32971,-0.71412,-1.19221,-1.48234,1.0
