@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.01863,-0.08345,1.34182,-0.81563,-0.68834,0.88819,-0.12114,1.21445,0.02988,-0.53829,-0.44213,1.36271,0.29227,-0.51973,0.41013,0.05875,4.0
0.0557,-0.22359,-0.40258,0.01489,-0.33427,0.5629,0.3669,1.34111,-0.50208,-0.64679,-0.82996,-0.40346,0.23197,-1.90859,0.47325,-0.57779,5.0
-0.10855,-1.92382,1.82165,0.85287,1.23597,-0.21055,-0.35527,-0.92537,0.71192,-0.39239,0.61429,1.68071,0.22135,-0.01061,0.39394,1.03031,1.0
-0.10118,-0.84318,5.2348,0.34219,1.50872,-0.30398,-0.35527,-1.2742,-0.7037,-0.70743,0.64694,5.60846,0.28854,0.85021,0.43104,0.32677,1.0
-0.11239,0.98139,-0.42394,-0.47196,-0.44263,0.07192,-0.35527,-0.26724,1.85923,0.64345,-0.30412,-0.41082,0.13354,0.82591,0.16182,-0.47728,3.0
-0.09008,0.54699,-0.31086,-1.74536,-1.82431,1.41117,-0.35527,2.36235,-0.02645,-0.07354,-0.94662,-0.29964,0.26059,-2.14853,0.6583,-1.48234,5.0
-0.11482,-0.66107,-0.42394,0.55012,0.26154,0.23047,-0.35527,-0.08472,-0.7037,-0.46826,1.03064,-0.41082,0.32971,-0.86269,-0.76517,-1.48234,3.0
-0.04915,-0.354,-0.4051,-0.06033,0.05925,-0.48533,0.58558,-0.35499,-0.0241,-0.01128,-0.72208,-0.39016,0.27769,-0.03559,-0.69207,1.15594,4.0
-0.09639,0.86714,-0.42394,-1.19369,-1.35451,1.39125,-0.35527,1.6784,-0.7037,-0.95286,0.51998,-0.41082,0.27879,-1.02438,1.15651,1.28158,3.0
-0.11674,0.68717,-0.42394,0.88731,0.54694,0.28789,-0.35527,-0.05262,-0.7037,-1.12498,0.72668,-0.41082,0.32971,-0.52701,-1.19221,-1.48234,1.0
-0.09849,0.09228,-0.4089,0.68199,-0.12052,0.2356,-0.35527,0.10319,0.35995,-0.20759,-0.5118,-0.39788,0.27543,-0.92617,-0.15454,-0.8793,3.0
-0.10839,0.29745,-0.39423,-0.56939,-0.79503,1.08419,-0.35527,1.42678,-0.7037,-0.85549,-0.82304,-0.38232,0.32971,-1.69534,-0.86565,0.02525,5.0
0.0615,-0.66669,-0.31388,0.54717,0.30118,-1.09383,0.22082,-1.18598,-0.28951,0.98601,-0.5568,-0.30505,0.25477,0.21286,-0.86397,-0.27627,5.0
-0.1098,-0.8607,-0.42394,0.87589,1.17065,-0.11405,-0.05421,-0.47133,-0.7037,-0.70221,-0.59389,-0.41082,0.32971,-0.73616,-0.49827,-1.48234,2.0
-0.08212,-1.28192,-0.09251,0.37717,1.43679,-0.56518,0.83744,-0.2044,-0.49467,-0.51201,-0.31867,-0.10581,0.27638,0.19191,-0.6044,0.02525,3.0
-0.11346,1.35134,-0.36461,-0.25623,-0.25791,-0.07929,-0.35527,-0.24174,2.07735,0.31422,1.04289,-0.36009,-0.02507,-0.62686,-0.76517,1.3009,5.0
0.04699,-0.63573,0.90988,0.10467,0.48435,-0.62574,0.45422,-0.6606,0.05131,0.2588,-0.65145,0.84238,0.20209,0.19428,-0.43441,-0.05698,5.0
-0.07517,-0.07601,0.38314,-1.32794,-1.04,1.25759,-0.35527,1.77475,-0.27136,-0.34191,-0.56894,0.4172,-0.04533,-1.42433,0.62796,-0.8123,4.0
