@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.06798,0.45962,-0.41747,-1.32188,-1.33063,0.34605,-0.35527,0.22645,0.40275,0.78367,-0.74623,-0.40597,0.26647,0.2871,-0.6711,-0.51135,4.0
0.00351,0.77387,-0.27148,-0.58704,-0.71995,0.41851,-0.35527,0.44373,0.28298,1.1241,-0.82143,-0.26684,-1.45043,0.42717,0.53032,-0.79707,5.0
-0.10852,0.03251,-0.42394,0.35451,0.18394,0.36785,-0.35527,0.21449,0.03897,-0.35631,-0.4723,-0.41082,0.32971,0.67184,-0.05924,0.77905,1.0
-0.11027,0.12365,-0.39963,0.31183,-0.06493,0.37327,-0.35527,0.12768,0.23441,-0.15404,0.27747,-0.37659,0.28184,0.15008,-0.47588,0.52778,1.0
-0.10036,-0.12548,-0.40182,-0.05553,-0.02713,-0.36338,0.64352,-0.21268,-0.7037,-0.67702,-0.53101,-0.41082,0.28554,-0.39093,-0.13478,-0.47728,3.0
0.00939,0.02488,-0.21479,-0.16546,-0.39858,-1.13658,-0.35527,-1.77103,-0.50855,0.86104,-0.56194,-0.15276,0.27245,0.58214,-1.12678,0.3842,5.0
-0.11733,1.73178,-0.42394,-2.03701,-2.14403,1.24504,-0.35527,1.61592,-0.7037,0.48555,3.67688,-0.41082,0.32971,2.16605,1.58355,-1.48234,3.0
-0.07781,0.37413,-0.40666,-1.14762,-1.26004,1.0112,-0.35527,1.44488,0.1324,-0.07933,-0.71322,-0.40319,0.26571,-1.27031,0.57183,-0.27627,4.0
-0.09826,1.07195,-0.18092,-0.97651,-0.72403,0.47068,-0.35527,0.53827,0.94044,0.78943,0.3558,-0.1859,-0.76096,0.36253,0.42699,1.53284,3.0
-0.11748,0.55536,-0.42394,-0.61663,-0.12794,0.25616,-0.35527,-0.87241,-0.7037,-1.12498,0.53,-0.41082,0.32971,0.2115,4.35932,1.53284,1.0
0.05047,0.68075,-0.16028,-1.03564,-0.75117,0.71105,-0.15745,0.91299,0.46402,0.13157,0.21639,-0.19174,-1.60258,0.4163,1.31248,0.78572,3.0
-0.05793,1.20352,-0.11198,-0.7173,-0.92742,-1.17992,-0.35527,-1.77799,-0.0661,1.34974,-0.338,-0.10456,0.21041,0.67309,-0.96968,-0.62086,5.0
-0.06331,0.31391,-0.37477,-0.57144,-1.05521,0.577,-0.35527,0.80726,0.33132,0.73697,-0.27799,-0.35688,0.30707,-0.11949,-0.48527,-0.2408,5.0
-0.10669,-0.34842,-0.42394,-0.19106,0.03438,0.39175,-0.35527,0.23734,0.67218,0.41774,-0.84879,-0.41082,0.15418,-0.96819,0.6583,0.02525,2.0
-0.10383,0.05355,4.71821,-0.16442,0.04343,0.34169,0.14582,0.23152,-0.07327,-0.36373,0.84954,4.48784,0.32971,-0.24254,0.94299,-1.48234,3.0
-0.07122,0.17794,-0.37718,-0.78102,-0.75133,0.32382,-0.35527,0.05548,1.06105,0.67111,-0.84382,-0.37863,0.23966,-0.65861,0.15199,-1.0516,5.0
1.57853,-0.17679,-0.30238,-0.80652,-0.94966,-0.11683,-0.25661,-0.32133,-0.30665,0.77923,-0.43291,-0.28523,0.18031,-0.37961,-0.79192,-0.67746,5.0
-0.11783,-2.44826,-0.42394,4.04495,2.26618,-2.14241,-0.35527,-1.8401,-0.7037,2.63294,6.69789,-0.41082,0.32971,-0.48503,-1.19221,-1.48234,4.0
-0.10335,-0.43184,-0.42394,-0.05046,-0.05498,0.05121,-0.35527,-0.6628,-0.21107,-0.36018,-0.46454,-0.41082,0.25429,-0.4104,0.07913,-0.72854,3.0
-0.11549,0.16517,-0.42394,0.18896,-0.26006,-0.00415,-0.35527,-0.47479,1.65852,-0.71749,-0.2135,-0.41082,0.20917,-0.30789,-0.18284,-1.48234,1.0
-0.1174,-0.07206,-0.42394,-0.21419,-0.78704,1.03528,-0.35527,1.27721,-0.7037,-1.12498,2.31323,-0.41082,0.32971,-0.78354,-1.19221,1.53284,1.0
-0.09957,1.0322,-0.41864,-1.04274,-1.44538,1.00843,-0.35527,1.32547,-0.25195,-0.18983,-0.58797,-0.41082,0.16834,0.32606,-0.04756,-1.48234,4.0
-0.10978,-0.66795,3.68716,0.05233,0.4085,0.26021,-0.35527,-0.29276,0.17551,-0.66999,0.04298,3.69465,0.19511,-0.88423,-0.452,1.53284,1.0
-0.08287,0.15488,-0.31116,-0.54561,-0.16767,-0.01622,-0.0232,-0.14736,0.44153,0.45545,-0.56199,-0.29384,0.24789,0.36318,-0.41886,-0.72854,5.0
-0.10576,0.40633,-0.3846,-0.48716,-0.02713,-0.09874,-0.35527,-0.69377,1.07331,0.20335,-0.76659,-0.38921,0.14835,-6e-05,-0.452,-1.48234,4.0
-0.06014,0.20063,-0.41189,-0.89659,-1.36378,1.37377,-0.35527,2.07836,-0.7037,-0.55174,-0.82753,-0.40504,0.19243,-2.16428,-0.03865,0.02525,5.0
-0.09664,0.24013,-0.41935,-0.01299,-0.0348,0.30438,-0.35527,0.2989,0.65314,0.22085,-0.78915,-0.39844,0.24316,-0.17797,-0.52335,0.52778,4.0
-0.06977,-0.13299,1.36815,-0.86496,-0.66081,0.34273,-0.32289,0.13131,1.00269,0.49397,0.05312,1.22013,0.22522,0.8468,0.14016,1.15594,3.0
-0.09328,0.87586,-0.39607,-1.73078,-1.88429,1.66255,-0.35527,2.73952,-0.30437,-0.78057,-0.63858,-0.38168,0.18707,-2.20337,-0.33813,0.40215,5.0
-0.11344,-0.47167,-0.42394,0.21933,0.51688,0.56331,-0.35527,0.38812,-0.7037,-0.33229,-0.68853,-0.41082,0.32971,-0.59276,0.59861,0.02525,2.0
-0.09349,0.21313,-0.29945,0.29048,-0.44901,0.60049,-0.35527,0.79247,-0.11492,-0.05854,0.76678,-0.29268,0.26962,0.06055,-0.11772,1.24568,4.0
-0.09826,-0.1256,-0.36939,0.21423,0.23508,-0.49964,0.70909,0.03155,0.97926,0.54431,-0.73006,-0.34942,0.28677,-0.65039,-0.68753,1.53284,4.0
0.08658,0.25121,0.50287,-0.66007,-0.77365,0.23125,-0.27057,0.36122,0.21678,0.99877,-0.05178,0.43427,-0.29657,0.33823,0.22311,-0.22601,4.0
-0.11502,2.58366,-0.42394,-0.21561,-0.74674,0.4096,-0.35527,0.18825,1.57611,-0.33844,-0.42775,-0.41082,0.32971,-0.08593,-0.57537,1.53284,2.0
0.39047,0.20638,0.13036,0.1992,0.29345,-1.34099,1.2237,-0.98905,0.02017,0.13898,-0.35131,-0.01687,0.04853,0.07967,-0.48259,0.26439,2.0
-0.08218,-0.80034,0.67163,-0.16887,0.68989,0.26104,-0.35527,-0.19954,-0.28475,-0.4023,-0.44809,0.49089,0.31902,0.98841,0.48187,0.62829,1.0
0.08881,-0.65157,-0.42055,0.34784,0.58544,-0.76925,0.13479,-1.09632,-0.05335,0.36887,-0.52182,-0.40832,0.28779,0.23119,-0.62005,0.06202,3.0
-0.08821,-0.29251,-0.31119,-0.6312,-0.72003,-0.29259,-0.26848,-0.48715,-0.22256,1.36493,-0.31642,-0.29673,0.12102,1.23978,-0.61675,0.27652,5.0
-0.10128,0.32084,-0.28408,-0.6488,-0.40135,0.21394,-0.35527,-0.04843,1.6304,0.3245,-0.61432,-0.22349,0.28207,1.18393,0.4559,-1.48234,2.0
-0.1179,1.30229,-0.42394,-0.55745,-2.14403,0.07636,-0.35527,-0.83967,-0.7037,1.29082,0.62255,-0.41082,0.32971,4.74772,2.50881,1.53284,1.0
-0.10438,-1.57976,0.82598,0.22753,1.28428,-0.39192,-0.13223,-0.56683,0.72743,0.10937,-0.16815,0.77256,0.28102,0.24445,-0.48849,0.02525,3.0
