@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.10688,-0.79262,-0.41532,2.7369,1.83256,-0.99352,0.72856,-0.88898,-0.11315,-0.41188,-0.02832,-0.41082,0.32971,-0.20979,-0.57537,0.52778,1.0
-0.09606,-0.55671,-0.31209,0.27915,0.90363,-0.47966,-0.35527,-1.23984,0.22994,0.16345,-0.65547,-0.33134,0.15502,1.44962,-0.3253,1.53284,5.0
-0.11408,0.98218,-0.42394,0.62621,-0.91041,1.06096,-0.35527,1.3606,-0.7037,-0.81469,-0.47375,-0.41082,0.32971,-0.34607,0.2882,-1.48234,3.0
-0.04407,0.42108,-0.10115,-1.12756,-1.03167,0.93796,-0.29164,1.27043,0.01801,-0.08752,-0.60704,-0.05539,-0.11836,-0.38529,-0.13963,0.81494,5.0
-0.11646,0.89884,-0.32721,0.32166,-1.09085,0.40446,-0.35527,0.68449,-0.7037,0.62439,0.46159,-0.2875,0.32971,0.9686,-1.19221,1.53284,1.0
-0.11177,0.6257,-0.42394,0.16442,0.08094,0.37871,-0.35527,0.139,-0.7037,-0.57355,-0.03522,-0.41082,0.32971,-0.17492,0.39394,0.02525,3.0
0.02004,-1.39481,1.86601,1.12828,0.8259,-0.96571,0.27539,-1.18237,-0.40611,0.28674,-0.01174,1.69169,0.28162,0.51699,-0.5717,-0.44856,4.0
-0.11778,-2.58175,-0.42394,-0.29704,1.38413,1.11918,-0.35527,0.96109,-0.7037,-1.12498,-0.4534,-0.41082,0.32971,1.4553,4.35932,-1.48234,1.0
-0.04696,-1.13795,4.44121,0.21406,0.89516,0.44358,-0.35527,-0.21263,0.12808,-0.65353,-0.25192,4.46588,0.26301,-0.20011,1.00926,0.71052,1.0
-0.11554,-1.18748,-0.42394,-0.78162,-1.1818,0.92086,-0.35527,1.4436,1.87609,-0.23495,-0.35267,-0.41082,0.19807,-1.63903,0.19567,-0.47728,2.0
-0.09538,-0.73978,-0.38486,-1.05968,-0.71312,0.46399,-0.35527,0.0838,-0.34461,-0.19583,-0.77467,-0.38462,0.0915,-0.03195,-0.22994,-0.47728,3.0
-0.07813,-1.54233,-0.41648,5.73655,2.2048,-0.89152,-0.35527,-0.95161,-0.18052,-0.47067,0.81332,-0.40605,0.18955,0.78741,-0.93198,-0.02674,4.0
-0.11508,2.34406,-0.42394,-1.81897,-1.96937,0.54951,-0.35527,0.38812,-0.7037,0.56608,1.20433,-0.41082,-0.54571,0.06935,0.54264,-1.48234,2.0
-0.11113,1.2625,-0.41037,0.63712,-0.32695,0.89429,-0.35527,0.69833,-0.7037,-0.47871,0.67751,-0.41082,0.32971,0.13376,0.2882,1.53284,4.0
-0.05644,0.20645,-0.38993,0.65767,-0.44828,0.42839,-0.35527,0.66825,-0.23324,0.55898,0.14468,-0.38936,0.16166,-0.62857,-0.78562,-0.82687,5.0
-0.09377,-0.6941,1.58984,0.38469,0.73937,0.16229,-0.35527,-0.27438,0.21535,-0.54368,-0.23425,1.34378,0.20465,0.42117,0.36916,0.77905,3.0
-0.11658,1.89289,-0.42394,-1.16992,-0.94804,1.09381,-0.35527,1.34307,-0.7037,0.75398,3.24776,-0.41082,0.0518,1.22916,2.13871,-1.48234,3.0
-0.11657,-0.65122,-0.42394,-0.50737,0.12407,0.42212,-0.35527,0.10725,-0.7037,-0.46182,-0.04969,-0.41082,0.32971,-1.09777,1.0284,-1.48234,1.0
-0.11107,1.0017,-0.42394,-1.58232,-1.40592,1.00458,-0.35527,0.75431,-0.7037,0.1465,0.54967,-0.41082,0.32971,3.18108,1.24505,-1.48234,4.0
-0.11303,-0.95702,-0.42394,0.22269,1.04727,-0.17129,-0.35527,-0.8872,-0.7037,-0.47038,0.26776,-0.41082,0.32971,0.25296,0.01903,-1.48234,1.0
-0.09055,6.13547,0.26956,-0.2779,1.30098,-4.14555,6.35928,-0.55903,-0.7037,-0.77986,0.5166,-0.41082,0.12553,-0.06396,-0.13863,0.67136,1.0
16.74055,0.87144,0.19812,-0.76687,-0.86118,-1.23943,0.40779,-1.16316,0.22812,3.02506,-0.48307,0.1986,-1.10507,1.51184,0.11027,-0.88381,5.0
0.09751,0.70525,-0.36807,-1.15763,-1.1854,1.23407,-0.21149,1.80734,-0.17177,-0.20742,-0.76505,-0.35648,-5.43537,0.23901,3.18609,-0.8793,5.0
0.16508,-0.26321,-0.30194,0.81347,-0.27208,-0.49759,-0.35527,-0.54596,0.22484,1.55279,1.44711,-0.30833,-0.2498,1.5874,-0.22639,-0.00267,4.0
0.27894,0.41697,-0.3999,-0.43547,-0.63333,0.31402,-0.25195,0.34967,0.188,0.99471,-0.45709,-0.38305,-0.94211,-0.45233,1.34458,-0.76966,5.0
-0.05914,0.07834,-0.40532,-0.12178,-0.70021,0.1439,-0.35527,0.07669,1.29059,0.5091,-0.54866,-0.39718,0.21522,0.34487,-0.01586,-0.95025,4.0
0.82184,0.70704,1.14332,-1.39879,-1.2106,1.05512,-0.00898,1.54839,0.03027,-0.16944,-0.80491,1.71856,-5.54609,2.61313,3.282,-0.70063,5.0
-0.10802,1.25702,-0.40482,0.20476,-0.59846,0.42142,-0.35527,0.49495,-0.7037,-0.09314,5.30621,-0.41082,0.32971,-0.29651,-0.0819,0.02525,5.0
-0.11812,3.91655,3.1257,-0.26153,1.06339,0.07636,-0.35527,-0.56683,-0.7037,-1.12498,0.30522,3.76147,0.32971,0.38919,-1.19221,1.53284,1.0
-0.11522,0.77023,2.14779,-0.05074,-0.18394,0.26519,-0.35527,-0.29399,-0.7037,-0.31971,1.05448,1.97335,0.0915,1.8008,0.2882,-1.48234,1.0
-0.10574,0.83446,-0.36892,-0.78386,-1.12137,0.73967,-0.35527,0.80884,2.03845,-0.17893,-0.63298,-0.33579,0.25974,-0.87839,0.35705,-1.48234,4.0
-0.04235,-0.44784,-0.10314,0.40211,0.61111,-0.48033,0.53961,-0.09417,-0.7037,0.70708,-0.78974,-0.06896,0.25001,-1.11908,-0.60107,-0.78653,5.0
-0.10105,0.14688,-0.42394,-0.32164,-0.44263,0.60701,-0.35527,0.61057,1.14162,-0.2496,-0.86902,-0.41082,0.28263,-0.39747,-0.53262,-1.48234,4.0
-0.08643,0.77043,-0.35815,0.6367,0.29152,-1.37476,0.32526,-1.12307,0.09493,1.6992,1.02193,-0.36712,-0.07782,1.92136,-0.65712,0.17115,5.0
