@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.11443,0.61324,-0.42394,-0.38601,-0.96798,0.2953,-0.35527,-0.06704,-0.7037,-0.17672,1.52544,-0.41082,0.32971,-1.05769,-0.72958,1.53284,4.0
-0.07871,0.56732,-0.37596,-0.85764,-0.52931,0.80473,0.29899,1.83648,-0.46134,-0.24705,-0.80459,-0.39313,-0.14023,-1.39495,-0.45899,-0.72854,5.0
-0.11784,-0.12662,-0.42394,1.47535,0.06107,-0.0409,-0.35527,0.52454,8.63266,0.48555,1.31672,-0.41082,0.32971,-0.94346,-1.19221,-1.48234,1.0
-0.11549,0.94555,-0.39098,0.2508,0.37609,0.37155,-0.35527,0.08656,-0.7037,0.21007,-0.46069,-0.3167,0.32971,0.30363,0.04146,-1.48234,1.0
-0.09808,0.04337,-0.42394,-1.03205,-0.87673,0.96867,-0.35527,1.16945,0.14506,-0.31971,-0.70839,-0.41082,0.30805,-0.29745,-0.32704,0.02525,3.0
-0.08106,0.54901,0.11279,-1.1561,-1.30127,1.07911,-0.35527,1.51484,0.34899,0.32774,-0.678,0.23243,-1.51009,-1.07242,2.33724,-0.47728,5.0
-0.11153,0.08004,-0.42394,-0.44984,-0.291,0.40326,-0.35527,0.28701,2.75626,0.06871,-0.4697,-0.41082,0.212,-0.29702,-0.28584,-1.48234,3.0
-0.09365,-0.93668,-0.4199,0.61538,0.8223,-0.90375,0.39548,-1.01888,-0.41366,0.52606,-0.28562,-0.41082,0.28531,0.68871,-0.81583,0.71052,4.0
-0.09826,1.07195,-0.18092,-0.97651,-0.72403,0.47068,-0.35527,0.53827,0.94044,0.78943,0.3558,-0.1859,-0.76096,0.36253,0.42699,1.53284,3.0
-0.11337,-0.22662,-0.36565,-0.79782,-0.37009,1.46833,-0.35527,1.85549,-0.7037,-0.71253,-0.01729,-0.41082,0.08569,2.75318,3.85463,-1.48234,1.0
-0.08476,0.91489,-0.28993,-0.95337,-0.82949,1.01453,-0.13704,1.32222,0.21392,-0.59735,0.03884,-0.22112,-6.05398,0.84714,2.17387,0.71052,3.0
