@relation census2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.11573,0.13143,-0.42394,1.38919,1.19844,0.10552,-0.35527,-0.28388,-0.7037,-0.70743,0.34781,-0.41082,0.32971,-0.31221,0.04146,1.53284,1.0
0.06641,-0.28537,-0.39675,-0.41499,-0.31618,-0.92527,-0.11899,-1.20851,0.24384,1.61446,-0.14363,-0.37763,0.25621,1.099,-0.77423,0.40215,5.0
-0.09887,0.16806,-0.00982,-0.40675,-0.57655,1.21396,-0.35527,1.71221,-0.7037,-0.91182,-0.83021,-0.08024,0.32971,-1.38731,-0.58659,-1.48234,3.0
0.08248,-0.34488,0.01939,0.0494,-0.28445,0.42775,-0.29765,0.38078,-0.31706,-0.01116,-0.72504,0.08144,0.25868,-1.16834,-0.57484,-0.27627,5.0
-0.11614,-1.2316,-0.42394,1.73869,1.46432,-0.11709,-0.24551,-0.56683,-0.7037,-0.63481,0.64239,-0.41082,0.32971,0.47803,1.0284,-1.48234,1.0
-0.11311,0.81825,-0.42394,-0.12763,-0.64055,0.92512,-0.35527,1.18511,-0.7037,-0.36209,-0.5078,-0.41082,0.32971,-1.3234,-0.04362,1.53284,3.0
-0.08851,0.15886,-0.367,-0.13317,-0.59567,0.22634,-0.35527,0.00057,0.8565,0.48983,-0.69379,-0.38236,0.30317,-0.39849,-0.6506,-1.48234,4.0
-0.11329,-0.44199,-0.40479,0.54924,2.07443,-0.59918,-0.35527,-1.50938,0.56944,-0.68574,0.82502,-0.41082,0.26474,1.14435,-0.94547,1.53284,1.0
-0.11531,0.92357,-0.42394,-0.87003,-1.12629,0.33804,-0.35527,0.46998,4.89812,0.3245,0.13664,-0.41082,-0.52784,0.05602,2.27749,-1.48234,1.0
-0.10344,0.41348,-0.38399,-0.46317,-0.17613,0.33115,-0.35527,0.10898,-0.20097,-0.08433,0.17878,-0.37414,0.22709,0.12266,-0.31101,0.27652,2.0
-0.09841,0.17682,-0.334,-0.93102,-0.68912,1.02958,-0.35527,1.30244,0.13061,-0.69322,-0.38914,-0.31951,0.30842,0.04402,-0.4681,-0.8793,3.0
-0.1162,-1.27802,-0.29487,0.62621,-1.1184,1.4657,-0.35527,2.1719,-0.7037,-1.12498,0.05797,-0.27586,-2.69059,-0.28602,3.24901,1.53284,4.0
-0.11661,1.1729,0.25431,-0.27551,1.3263,0.38782,-0.35527,-0.25501,-0.7037,-1.12498,-0.85463,-0.11888,0.32971,-0.33577,1.58355,-1.48234,2.0
-0.10615,1.82404,-0.38334,-1.18408,-1.34431,1.21111,-0.35527,1.76002,-0.01334,-0.76771,0.12207,-0.38563,0.15357,-0.52557,-0.73902,1.03031,4.0
0.00662,-0.05912,-0.34036,0.12759,0.02195,-0.29174,0.42924,0.16734,-0.2143,0.48958,-0.73845,-0.31262,0.27664,-0.48025,-1.00695,-0.9025,5.0
-0.05325,-0.72472,2.34908,-0.46216,0.13881,-0.05699,0.33015,0.09921,-0.44858,-0.35482,0.11508,2.26962,0.32971,0.0326,0.21213,-0.27627,3.0
-0.11024,-0.04683,1.21136,-0.44655,-0.15633,0.05664,-0.35527,-0.33478,2.04486,0.29741,0.11729,0.89268,0.32971,0.04838,-0.04362,1.53284,3.0
-0.1108,0.12478,-0.41095,-0.30679,0.01057,0.66511,-0.35527,0.58345,2.63831,-0.35631,0.21221,-0.41082,0.32971,-0.2174,-0.47588,-0.19012,1.0
-0.07443,-1.05314,-0.42166,-0.16805,0.24552,0.04233,-0.35527,-0.52639,-0.54404,-0.62923,-0.55501,-0.41082,0.29712,-0.04014,-0.70357,0.02525,4.0
-0.11528,0.19058,-0.42394,-0.36063,-1.02143,0.23525,-0.35527,0.35186,-0.7037,1.44372,-0.69805,-0.41082,0.20306,-0.00086,0.11403,1.53284,1.0
-0.10943,-1.48376,-0.42394,2.25077,2.07104,-1.14626,1.03203,-0.82049,-0.7037,-0.46441,0.34118,-0.41082,0.21246,-0.48503,-0.79567,1.53284,1.0
0.53062,0.07484,0.31161,-0.54167,-0.52853,-1.69196,1.21007,-1.20312,-0.30739,1.54919,-0.37537,0.2219,0.10072,1.02943,-0.6924,-0.13313,5.0
0.04439,0.30253,-0.33443,0.09595,0.23698,-0.15079,-0.35527,-0.67306,-0.33714,0.44792,-0.22348,-0.3239,-0.99834,1.71171,-0.34368,-0.41244,5.0
0.24874,0.35697,1.02729,-1.34917,-1.17631,0.91507,-0.2284,1.23755,0.46608,-0.1643,-0.24122,0.99742,0.04163,-0.5375,0.5133,0.37724,4.0
-0.06397,0.13213,-0.35206,-0.14251,-0.11811,-0.64283,0.21393,-0.50851,-0.15944,1.22209,-0.19116,-0.33636,0.21862,-0.54232,-0.7675,0.79443,5.0
